hpclab_pi_algA    	0.0000	0	udelRun2A         	0.1750	7	-0.1750
IritSigSDA        	0.0000	0	MPII_COMB_SORT    	0.0641	100	-0.0641
IritSigSDA        	0.0000	0	SNACS_LA          	0.1067	13	-0.1067
IritSigSDA        	0.0000	0	UWaterlooATDK     	0.2000	5	-0.2000
IritSigSDA        	0.0000	0	QUDynExp          	0.0570	99	-0.0570
IritSigSDA        	0.0000	0	QUDyn             	0.0699	97	-0.0699
IritSigSDA        	0.0000	0	UWCMBP1           	0.1479	20	-0.1479
IritSigSDA        	0.0000	0	UWCMBP2           	0.2030	83	-0.2030
IritSigSDA        	0.0000	0	QUBaseline        	0.3737	16	-0.3737
IritSigSDA        	0.0000	0	umd_hcil_run02    	0.0000	19	0.0000
IritSigSDA        	0.0000	0	MPII_LUC_SORT     	0.1208	90	-0.1208
IritSigSDA        	0.0000	0	udelRun3A         	0.2608	24	-0.2608
IRIT-RTNotif.33   	0.1290	4	hpclab_pi_algA    	0.0000	0	0.1290
IRIT-RTNotif.33   	0.1290	4	UWaterlooATEK     	0.2215	6	-0.0925
IRIT-RTNotif.33   	0.1290	4	UWaterlooATNDEK   	0.2139	9	-0.0849
IRIT-RTNotif.33   	0.1290	4	udelRun2A         	0.1750	7	-0.0460
IRIT-RTNotif.33   	0.1290	4	udelRun1A         	0.2583	13	-0.1293
IRIT-RTNotif.33   	0.1290	4	MPII_HYBRID_PW    	0.1884	18	-0.0594
IRIT-RTNotif.33   	0.1290	4	umd_hcil_run01    	0.0000	0	0.1290
IRIT-RTNotif.33   	0.1290	4	prnaTaskA3        	0.2000	5	-0.0710
IRIT-RTNotif.33   	0.1290	4	prnaTaskA2        	0.2667	9	-0.1377
IRIT-RTNotif.33   	0.1290	4	prnaTaskA1        	0.2417	10	-0.1127
IRIT-RTNotif.33   	0.1290	4	SNACSA            	0.3833	53	-0.2543
IRIT-RTNotif.33   	0.1290	4	PKUICSTRunA3      	0.3875	62	-0.2585
IRIT-RTNotif.33   	0.1290	4	PKUICSTRunA2      	0.3500	7	-0.2210
IRIT-RTNotif.33   	0.1290	4	PKUICSTRunA1      	0.3955	56	-0.2665
IRIT-RTNotif.33   	0.1290	4	MPII_COMB_SORT    	0.0641	100	0.0649
IRIT-RTNotif.33   	0.1290	4	SNACS_LA          	0.1067	13	0.0223
IRIT-RTNotif.33   	0.1290	4	UWaterlooATDK     	0.2000	5	-0.0710
IRIT-RTNotif.33   	0.1290	4	QUDynExp          	0.0570	99	0.0720
IRIT-RTNotif.33   	0.1290	4	IritSigSDA        	0.0000	0	0.1290
IRIT-RTNotif.33   	0.1290	4	QUDyn             	0.0699	97	0.0591
IRIT-RTNotif.33   	0.1290	4	UWCMBP1           	0.1479	20	-0.0189
IRIT-RTNotif.33   	0.1290	4	UWCMBP2           	0.2030	83	-0.0740
IRIT-RTNotif.33   	0.1290	4	QUBaseline        	0.3737	16	-0.2447
IRIT-RTNotif.33   	0.1290	4	umd_hcil_run02    	0.0000	19	0.1290
IRIT-RTNotif.33   	0.1290	4	MPII_LUC_SORT     	0.1208	90	0.0082
IRIT-RTNotif.33   	0.1290	4	udelRun3A         	0.2608	24	-0.1318
QUDyn             	0.0699	97	hpclab_pi_algA    	0.0000	0	0.0699
QUDyn             	0.0699	97	UWaterlooATEK     	0.2215	6	-0.1516
QUDyn             	0.0699	97	UWaterlooATNDEK   	0.2139	9	-0.1440
QUDyn             	0.0699	97	udelRun2A         	0.1750	7	-0.1051
QUDyn             	0.0699	97	udelRun1A         	0.2583	13	-0.1884
QUDyn             	0.0699	97	umd_hcil_run01    	0.0000	0	0.0699
QUDyn             	0.0699	97	prnaTaskA3        	0.2000	5	-0.1301
QUDyn             	0.0699	97	prnaTaskA2        	0.2667	9	-0.1968
QUDyn             	0.0699	97	prnaTaskA1        	0.2417	10	-0.1718
QUDyn             	0.0699	97	SNACSA            	0.3833	53	-0.3134
QUDyn             	0.0699	97	SNACS_LA          	0.1067	13	-0.0368
QUDyn             	0.0699	97	UWaterlooATDK     	0.2000	5	-0.1301
QUDyn             	0.0699	97	QUDynExp          	0.0570	99	0.0129
QUDyn             	0.0699	97	UWCMBP1           	0.1479	20	-0.0780
QUDyn             	0.0699	97	UWCMBP2           	0.2030	83	-0.1331
QUDyn             	0.0699	97	umd_hcil_run02    	0.0000	19	0.0699
QUDyn             	0.0699	97	udelRun3A         	0.2608	24	-0.1909
UWCMBP1           	0.1479	20	hpclab_pi_algA    	0.0000	0	0.1479
UWCMBP1           	0.1479	20	UWaterlooATEK     	0.2215	6	-0.0736
UWCMBP1           	0.1479	20	UWaterlooATNDEK   	0.2139	9	-0.0660
UWCMBP1           	0.1479	20	udelRun2A         	0.1750	7	-0.0271
UWCMBP1           	0.1479	20	udelRun1A         	0.2583	13	-0.1104
UWCMBP1           	0.1479	20	umd_hcil_run01    	0.0000	0	0.1479
UWCMBP1           	0.1479	20	prnaTaskA3        	0.2000	5	-0.0521
UWCMBP1           	0.1479	20	prnaTaskA2        	0.2667	9	-0.1188
UWCMBP1           	0.1479	20	prnaTaskA1        	0.2417	10	-0.0938
UWCMBP1           	0.1479	20	UWaterlooATDK     	0.2000	5	-0.0521
UWCMBP1           	0.1479	20	UWCMBP2           	0.2030	83	-0.0551
UWCMBP1           	0.1479	20	umd_hcil_run02    	0.0000	19	0.1479
UWCMBP1           	0.1479	20	udelRun3A         	0.2608	24	-0.1129
CLIP-A-5.0-0.6    	0.2546	72	hpclab_pi_algA    	0.0000	0	0.2546
CLIP-A-5.0-0.6    	0.2546	72	UWaterlooATEK     	0.2215	6	0.0331
CLIP-A-5.0-0.6    	0.2546	72	UWaterlooATNDEK   	0.2139	9	0.0407
CLIP-A-5.0-0.6    	0.2546	72	udelRun2A         	0.1750	7	0.0796
CLIP-A-5.0-0.6    	0.2546	72	udelRun1A         	0.2583	13	-0.0037
CLIP-A-5.0-0.6    	0.2546	72	MPII_HYBRID_PW    	0.1884	18	0.0662
CLIP-A-5.0-0.6    	0.2546	72	umd_hcil_run01    	0.0000	0	0.2546
CLIP-A-5.0-0.6    	0.2546	72	ECNURUNA1         	0.0000	54	0.2546
CLIP-A-5.0-0.6    	0.2546	72	ECNURUNA2         	0.0000	48	0.2546
CLIP-A-5.0-0.6    	0.2546	72	ECNURUNA3         	0.0000	37	0.2546
CLIP-A-5.0-0.6    	0.2546	72	prnaTaskA3        	0.2000	5	0.0546
CLIP-A-5.0-0.6    	0.2546	72	prnaTaskA2        	0.2667	9	-0.0121
CLIP-A-5.0-0.6    	0.2546	72	prnaTaskA1        	0.2417	10	0.0129
CLIP-A-5.0-0.6    	0.2546	72	SNACSA            	0.3833	53	-0.1287
CLIP-A-5.0-0.6    	0.2546	72	PKUICSTRunA3      	0.3875	62	-0.1329
CLIP-A-5.0-0.6    	0.2546	72	PKUICSTRunA2      	0.3500	7	-0.0954
CLIP-A-5.0-0.6    	0.2546	72	PKUICSTRunA1      	0.3955	56	-0.1409
CLIP-A-5.0-0.6    	0.2546	72	MPII_COMB_SORT    	0.0641	100	0.1905
CLIP-A-5.0-0.6    	0.2546	72	SNACS_LA          	0.1067	13	0.1479
CLIP-A-5.0-0.6    	0.2546	72	UWaterlooATDK     	0.2000	5	0.0546
CLIP-A-5.0-0.6    	0.2546	72	QUDynExp          	0.0570	99	0.1976
CLIP-A-5.0-0.6    	0.2546	72	IRIT-KLTFIDF      	0.1638	10	0.0908
CLIP-A-5.0-0.6    	0.2546	72	IritSigSDA        	0.0000	0	0.2546
CLIP-A-5.0-0.6    	0.2546	72	IRIT-RTNotif.33   	0.1290	4	0.1256
CLIP-A-5.0-0.6    	0.2546	72	QUDyn             	0.0699	97	0.1847
CLIP-A-5.0-0.6    	0.2546	72	UWCMBP1           	0.1479	20	0.1067
CLIP-A-5.0-0.6    	0.2546	72	UWCMBP2           	0.2030	83	0.0516
CLIP-A-5.0-0.6    	0.2546	72	QUBaseline        	0.3737	16	-0.1191
CLIP-A-5.0-0.6    	0.2546	72	CLIP-A-DYN-0.5    	0.2768	69	-0.0222
CLIP-A-5.0-0.6    	0.2546	72	umd_hcil_run02    	0.0000	19	0.2546
CLIP-A-5.0-0.6    	0.2546	72	DALTRECMA2        	0.0000	0	0.2546
CLIP-A-5.0-0.6    	0.2546	72	DALTRECMA1        	0.0000	0	0.2546
CLIP-A-5.0-0.6    	0.2546	72	MPII_LUC_SORT     	0.1208	90	0.1338
CLIP-A-5.0-0.6    	0.2546	72	DALTRECAA1        	0.0000	0	0.2546
CLIP-A-5.0-0.6    	0.2546	72	udelRun3A         	0.2608	24	-0.0062
CLIP-A-5.0-0.5    	0.2768	69	hpclab_pi_algA    	0.0000	0	0.2768
CLIP-A-5.0-0.5    	0.2768	69	UWaterlooATEK     	0.2215	6	0.0553
CLIP-A-5.0-0.5    	0.2768	69	UWaterlooATNDEK   	0.2139	9	0.0629
CLIP-A-5.0-0.5    	0.2768	69	udelRun2A         	0.1750	7	0.1018
CLIP-A-5.0-0.5    	0.2768	69	udelRun1A         	0.2583	13	0.0185
CLIP-A-5.0-0.5    	0.2768	69	MPII_HYBRID_PW    	0.1884	18	0.0884
CLIP-A-5.0-0.5    	0.2768	69	umd_hcil_run01    	0.0000	0	0.2768
CLIP-A-5.0-0.5    	0.2768	69	ECNURUNA1         	0.0000	54	0.2768
CLIP-A-5.0-0.5    	0.2768	69	ECNURUNA2         	0.0000	48	0.2768
CLIP-A-5.0-0.5    	0.2768	69	ECNURUNA3         	0.0000	37	0.2768
CLIP-A-5.0-0.5    	0.2768	69	prnaTaskA3        	0.2000	5	0.0768
CLIP-A-5.0-0.5    	0.2768	69	prnaTaskA2        	0.2667	9	0.0101
CLIP-A-5.0-0.5    	0.2768	69	prnaTaskA1        	0.2417	10	0.0351
CLIP-A-5.0-0.5    	0.2768	69	SNACSA            	0.3833	53	-0.1065
CLIP-A-5.0-0.5    	0.2768	69	PKUICSTRunA3      	0.3875	62	-0.1107
CLIP-A-5.0-0.5    	0.2768	69	PKUICSTRunA2      	0.3500	7	-0.0732
CLIP-A-5.0-0.5    	0.2768	69	PKUICSTRunA1      	0.3955	56	-0.1187
CLIP-A-5.0-0.5    	0.2768	69	MPII_COMB_SORT    	0.0641	100	0.2127
CLIP-A-5.0-0.5    	0.2768	69	SNACS_LA          	0.1067	13	0.1701
CLIP-A-5.0-0.5    	0.2768	69	UWaterlooATDK     	0.2000	5	0.0768
CLIP-A-5.0-0.5    	0.2768	69	QUDynExp          	0.0570	99	0.2198
CLIP-A-5.0-0.5    	0.2768	69	IRIT-KLTFIDF      	0.1638	10	0.1130
CLIP-A-5.0-0.5    	0.2768	69	IritSigSDA        	0.0000	0	0.2768
CLIP-A-5.0-0.5    	0.2768	69	IRIT-RTNotif.33   	0.1290	4	0.1478
CLIP-A-5.0-0.5    	0.2768	69	QUDyn             	0.0699	97	0.2069
CLIP-A-5.0-0.5    	0.2768	69	UWCMBP1           	0.1479	20	0.1289
CLIP-A-5.0-0.5    	0.2768	69	CLIP-A-5.0-0.6    	0.2546	72	0.0222
CLIP-A-5.0-0.5    	0.2768	69	UWCMBP2           	0.2030	83	0.0738
CLIP-A-5.0-0.5    	0.2768	69	QUBaseline        	0.3737	16	-0.0969
CLIP-A-5.0-0.5    	0.2768	69	CLIP-A-DYN-0.5    	0.2768	69	0.0000
CLIP-A-5.0-0.5    	0.2768	69	umd_hcil_run02    	0.0000	19	0.2768
CLIP-A-5.0-0.5    	0.2768	69	DALTRECMA2        	0.0000	0	0.2768
CLIP-A-5.0-0.5    	0.2768	69	DALTRECMA1        	0.0000	0	0.2768
CLIP-A-5.0-0.5    	0.2768	69	MPII_LUC_SORT     	0.1208	90	0.1560
CLIP-A-5.0-0.5    	0.2768	69	DALTRECAA1        	0.0000	0	0.2768
CLIP-A-5.0-0.5    	0.2768	69	udelRun3A         	0.2608	24	0.0160
UWCMBP2           	0.2030	83	hpclab_pi_algA    	0.0000	0	0.2030
UWCMBP2           	0.2030	83	UWaterlooATEK     	0.2215	6	-0.0185
UWCMBP2           	0.2030	83	UWaterlooATNDEK   	0.2139	9	-0.0109
UWCMBP2           	0.2030	83	udelRun2A         	0.1750	7	0.0280
UWCMBP2           	0.2030	83	udelRun1A         	0.2583	13	-0.0553
UWCMBP2           	0.2030	83	umd_hcil_run01    	0.0000	0	0.2030
UWCMBP2           	0.2030	83	prnaTaskA3        	0.2000	5	0.0030
UWCMBP2           	0.2030	83	prnaTaskA2        	0.2667	9	-0.0637
UWCMBP2           	0.2030	83	prnaTaskA1        	0.2417	10	-0.0387
UWCMBP2           	0.2030	83	UWaterlooATDK     	0.2000	5	0.0030
UWCMBP2           	0.2030	83	umd_hcil_run02    	0.0000	19	0.2030
UWCMBP2           	0.2030	83	udelRun3A         	0.2608	24	-0.0578
QUBaseline        	0.3737	16	hpclab_pi_algA    	0.0000	0	0.3737
QUBaseline        	0.3737	16	UWaterlooATEK     	0.2215	6	0.1522
QUBaseline        	0.3737	16	UWaterlooATNDEK   	0.2139	9	0.1598
QUBaseline        	0.3737	16	udelRun2A         	0.1750	7	0.1987
QUBaseline        	0.3737	16	udelRun1A         	0.2583	13	0.1154
QUBaseline        	0.3737	16	umd_hcil_run01    	0.0000	0	0.3737
QUBaseline        	0.3737	16	prnaTaskA3        	0.2000	5	0.1737
QUBaseline        	0.3737	16	prnaTaskA2        	0.2667	9	0.1070
QUBaseline        	0.3737	16	prnaTaskA1        	0.2417	10	0.1320
QUBaseline        	0.3737	16	SNACSA            	0.3833	53	-0.0096
QUBaseline        	0.3737	16	SNACS_LA          	0.1067	13	0.2670
QUBaseline        	0.3737	16	UWaterlooATDK     	0.2000	5	0.1737
QUBaseline        	0.3737	16	QUDynExp          	0.0570	99	0.3167
QUBaseline        	0.3737	16	QUDyn             	0.0699	97	0.3038
QUBaseline        	0.3737	16	UWCMBP1           	0.1479	20	0.2258
QUBaseline        	0.3737	16	UWCMBP2           	0.2030	83	0.1707
QUBaseline        	0.3737	16	umd_hcil_run02    	0.0000	19	0.3737
QUBaseline        	0.3737	16	udelRun3A         	0.2608	24	0.1129
CLIP-A-DYN-0.5    	0.2768	69	hpclab_pi_algA    	0.0000	0	0.2768
CLIP-A-DYN-0.5    	0.2768	69	UWaterlooATEK     	0.2215	6	0.0553
CLIP-A-DYN-0.5    	0.2768	69	UWaterlooATNDEK   	0.2139	9	0.0629
CLIP-A-DYN-0.5    	0.2768	69	udelRun2A         	0.1750	7	0.1018
CLIP-A-DYN-0.5    	0.2768	69	udelRun1A         	0.2583	13	0.0185
CLIP-A-DYN-0.5    	0.2768	69	MPII_HYBRID_PW    	0.1884	18	0.0884
CLIP-A-DYN-0.5    	0.2768	69	umd_hcil_run01    	0.0000	0	0.2768
CLIP-A-DYN-0.5    	0.2768	69	ECNURUNA1         	0.0000	54	0.2768
CLIP-A-DYN-0.5    	0.2768	69	ECNURUNA2         	0.0000	48	0.2768
CLIP-A-DYN-0.5    	0.2768	69	ECNURUNA3         	0.0000	37	0.2768
CLIP-A-DYN-0.5    	0.2768	69	prnaTaskA3        	0.2000	5	0.0768
CLIP-A-DYN-0.5    	0.2768	69	prnaTaskA2        	0.2667	9	0.0101
CLIP-A-DYN-0.5    	0.2768	69	prnaTaskA1        	0.2417	10	0.0351
CLIP-A-DYN-0.5    	0.2768	69	SNACSA            	0.3833	53	-0.1065
CLIP-A-DYN-0.5    	0.2768	69	PKUICSTRunA3      	0.3875	62	-0.1107
CLIP-A-DYN-0.5    	0.2768	69	PKUICSTRunA2      	0.3500	7	-0.0732
CLIP-A-DYN-0.5    	0.2768	69	PKUICSTRunA1      	0.3955	56	-0.1187
CLIP-A-DYN-0.5    	0.2768	69	MPII_COMB_SORT    	0.0641	100	0.2127
CLIP-A-DYN-0.5    	0.2768	69	SNACS_LA          	0.1067	13	0.1701
CLIP-A-DYN-0.5    	0.2768	69	UWaterlooATDK     	0.2000	5	0.0768
CLIP-A-DYN-0.5    	0.2768	69	QUDynExp          	0.0570	99	0.2198
CLIP-A-DYN-0.5    	0.2768	69	IRIT-KLTFIDF      	0.1638	10	0.1130
CLIP-A-DYN-0.5    	0.2768	69	IritSigSDA        	0.0000	0	0.2768
CLIP-A-DYN-0.5    	0.2768	69	IRIT-RTNotif.33   	0.1290	4	0.1478
CLIP-A-DYN-0.5    	0.2768	69	QUDyn             	0.0699	97	0.2069
CLIP-A-DYN-0.5    	0.2768	69	UWCMBP1           	0.1479	20	0.1289
CLIP-A-DYN-0.5    	0.2768	69	UWCMBP2           	0.2030	83	0.0738
CLIP-A-DYN-0.5    	0.2768	69	QUBaseline        	0.3737	16	-0.0969
CLIP-A-DYN-0.5    	0.2768	69	umd_hcil_run02    	0.0000	19	0.2768
CLIP-A-DYN-0.5    	0.2768	69	DALTRECMA2        	0.0000	0	0.2768
CLIP-A-DYN-0.5    	0.2768	69	DALTRECMA1        	0.0000	0	0.2768
CLIP-A-DYN-0.5    	0.2768	69	MPII_LUC_SORT     	0.1208	90	0.1560
CLIP-A-DYN-0.5    	0.2768	69	DALTRECAA1        	0.0000	0	0.2768
CLIP-A-DYN-0.5    	0.2768	69	udelRun3A         	0.2608	24	0.0160
DALTRECMA2        	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
DALTRECMA2        	0.0000	0	UWaterlooATEK     	0.2215	6	-0.2215
DALTRECMA2        	0.0000	0	UWaterlooATNDEK   	0.2139	9	-0.2139
DALTRECMA2        	0.0000	0	udelRun2A         	0.1750	7	-0.1750
DALTRECMA2        	0.0000	0	udelRun1A         	0.2583	13	-0.2583
DALTRECMA2        	0.0000	0	MPII_HYBRID_PW    	0.1884	18	-0.1884
DALTRECMA2        	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
DALTRECMA2        	0.0000	0	ECNURUNA1         	0.0000	54	0.0000
DALTRECMA2        	0.0000	0	ECNURUNA2         	0.0000	48	0.0000
DALTRECMA2        	0.0000	0	ECNURUNA3         	0.0000	37	0.0000
DALTRECMA2        	0.0000	0	prnaTaskA3        	0.2000	5	-0.2000
DALTRECMA2        	0.0000	0	prnaTaskA2        	0.2667	9	-0.2667
DALTRECMA2        	0.0000	0	prnaTaskA1        	0.2417	10	-0.2417
DALTRECMA2        	0.0000	0	SNACSA            	0.3833	53	-0.3833
DALTRECMA2        	0.0000	0	PKUICSTRunA3      	0.3875	62	-0.3875
DALTRECMA2        	0.0000	0	PKUICSTRunA2      	0.3500	7	-0.3500
DALTRECMA2        	0.0000	0	PKUICSTRunA1      	0.3955	56	-0.3955
DALTRECMA2        	0.0000	0	MPII_COMB_SORT    	0.0641	100	-0.0641
DALTRECMA2        	0.0000	0	SNACS_LA          	0.1067	13	-0.1067
DALTRECMA2        	0.0000	0	UWaterlooATDK     	0.2000	5	-0.2000
DALTRECMA2        	0.0000	0	QUDynExp          	0.0570	99	-0.0570
DALTRECMA2        	0.0000	0	IRIT-KLTFIDF      	0.1638	10	-0.1638
DALTRECMA2        	0.0000	0	IritSigSDA        	0.0000	0	0.0000
DALTRECMA2        	0.0000	0	IRIT-RTNotif.33   	0.1290	4	-0.1290
DALTRECMA2        	0.0000	0	QUDyn             	0.0699	97	-0.0699
DALTRECMA2        	0.0000	0	UWCMBP1           	0.1479	20	-0.1479
DALTRECMA2        	0.0000	0	UWCMBP2           	0.2030	83	-0.2030
DALTRECMA2        	0.0000	0	QUBaseline        	0.3737	16	-0.3737
DALTRECMA2        	0.0000	0	umd_hcil_run02    	0.0000	19	0.0000
DALTRECMA2        	0.0000	0	MPII_LUC_SORT     	0.1208	90	-0.1208
DALTRECMA2        	0.0000	0	udelRun3A         	0.2608	24	-0.2608
DALTRECMA1        	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
DALTRECMA1        	0.0000	0	UWaterlooATEK     	0.2215	6	-0.2215
DALTRECMA1        	0.0000	0	UWaterlooATNDEK   	0.2139	9	-0.2139
DALTRECMA1        	0.0000	0	udelRun2A         	0.1750	7	-0.1750
DALTRECMA1        	0.0000	0	udelRun1A         	0.2583	13	-0.2583
DALTRECMA1        	0.0000	0	MPII_HYBRID_PW    	0.1884	18	-0.1884
DALTRECMA1        	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
DALTRECMA1        	0.0000	0	ECNURUNA1         	0.0000	54	0.0000
DALTRECMA1        	0.0000	0	ECNURUNA2         	0.0000	48	0.0000
DALTRECMA1        	0.0000	0	ECNURUNA3         	0.0000	37	0.0000
DALTRECMA1        	0.0000	0	prnaTaskA3        	0.2000	5	-0.2000
DALTRECMA1        	0.0000	0	prnaTaskA2        	0.2667	9	-0.2667
DALTRECMA1        	0.0000	0	prnaTaskA1        	0.2417	10	-0.2417
DALTRECMA1        	0.0000	0	SNACSA            	0.3833	53	-0.3833
DALTRECMA1        	0.0000	0	PKUICSTRunA3      	0.3875	62	-0.3875
DALTRECMA1        	0.0000	0	PKUICSTRunA2      	0.3500	7	-0.3500
DALTRECMA1        	0.0000	0	PKUICSTRunA1      	0.3955	56	-0.3955
DALTRECMA1        	0.0000	0	MPII_COMB_SORT    	0.0641	100	-0.0641
DALTRECMA1        	0.0000	0	SNACS_LA          	0.1067	13	-0.1067
DALTRECMA1        	0.0000	0	UWaterlooATDK     	0.2000	5	-0.2000
DALTRECMA1        	0.0000	0	QUDynExp          	0.0570	99	-0.0570
DALTRECMA1        	0.0000	0	IRIT-KLTFIDF      	0.1638	10	-0.1638
DALTRECMA1        	0.0000	0	IritSigSDA        	0.0000	0	0.0000
DALTRECMA1        	0.0000	0	IRIT-RTNotif.33   	0.1290	4	-0.1290
DALTRECMA1        	0.0000	0	QUDyn             	0.0699	97	-0.0699
DALTRECMA1        	0.0000	0	UWCMBP1           	0.1479	20	-0.1479
DALTRECMA1        	0.0000	0	UWCMBP2           	0.2030	83	-0.2030
DALTRECMA1        	0.0000	0	QUBaseline        	0.3737	16	-0.3737
DALTRECMA1        	0.0000	0	umd_hcil_run02    	0.0000	19	0.0000
DALTRECMA1        	0.0000	0	DALTRECMA2        	0.0000	0	0.0000
DALTRECMA1        	0.0000	0	MPII_LUC_SORT     	0.1208	90	-0.1208
DALTRECMA1        	0.0000	0	udelRun3A         	0.2608	24	-0.2608
MPII_LUC_SORT     	0.1208	90	hpclab_pi_algA    	0.0000	0	0.1208
MPII_LUC_SORT     	0.1208	90	UWaterlooATEK     	0.2215	6	-0.1007
MPII_LUC_SORT     	0.1208	90	UWaterlooATNDEK   	0.2139	9	-0.0931
MPII_LUC_SORT     	0.1208	90	udelRun2A         	0.1750	7	-0.0542
MPII_LUC_SORT     	0.1208	90	udelRun1A         	0.2583	13	-0.1375
MPII_LUC_SORT     	0.1208	90	umd_hcil_run01    	0.0000	0	0.1208
MPII_LUC_SORT     	0.1208	90	prnaTaskA3        	0.2000	5	-0.0792
MPII_LUC_SORT     	0.1208	90	prnaTaskA2        	0.2667	9	-0.1459
MPII_LUC_SORT     	0.1208	90	prnaTaskA1        	0.2417	10	-0.1209
MPII_LUC_SORT     	0.1208	90	SNACSA            	0.3833	53	-0.2625
MPII_LUC_SORT     	0.1208	90	PKUICSTRunA3      	0.3875	62	-0.2667
MPII_LUC_SORT     	0.1208	90	PKUICSTRunA2      	0.3500	7	-0.2292
MPII_LUC_SORT     	0.1208	90	PKUICSTRunA1      	0.3955	56	-0.2747
MPII_LUC_SORT     	0.1208	90	SNACS_LA          	0.1067	13	0.0141
MPII_LUC_SORT     	0.1208	90	UWaterlooATDK     	0.2000	5	-0.0792
MPII_LUC_SORT     	0.1208	90	QUDynExp          	0.0570	99	0.0638
MPII_LUC_SORT     	0.1208	90	QUDyn             	0.0699	97	0.0509
MPII_LUC_SORT     	0.1208	90	UWCMBP1           	0.1479	20	-0.0271
MPII_LUC_SORT     	0.1208	90	UWCMBP2           	0.2030	83	-0.0822
MPII_LUC_SORT     	0.1208	90	QUBaseline        	0.3737	16	-0.2529
MPII_LUC_SORT     	0.1208	90	umd_hcil_run02    	0.0000	19	0.1208
MPII_LUC_SORT     	0.1208	90	udelRun3A         	0.2608	24	-0.1400
DALTRECAA1        	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
DALTRECAA1        	0.0000	0	UWaterlooATEK     	0.2215	6	-0.2215
DALTRECAA1        	0.0000	0	UWaterlooATNDEK   	0.2139	9	-0.2139
DALTRECAA1        	0.0000	0	udelRun2A         	0.1750	7	-0.1750
DALTRECAA1        	0.0000	0	udelRun1A         	0.2583	13	-0.2583
DALTRECAA1        	0.0000	0	MPII_HYBRID_PW    	0.1884	18	-0.1884
DALTRECAA1        	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
DALTRECAA1        	0.0000	0	ECNURUNA1         	0.0000	54	0.0000
DALTRECAA1        	0.0000	0	ECNURUNA2         	0.0000	48	0.0000
DALTRECAA1        	0.0000	0	ECNURUNA3         	0.0000	37	0.0000
DALTRECAA1        	0.0000	0	prnaTaskA3        	0.2000	5	-0.2000
DALTRECAA1        	0.0000	0	prnaTaskA2        	0.2667	9	-0.2667
DALTRECAA1        	0.0000	0	prnaTaskA1        	0.2417	10	-0.2417
DALTRECAA1        	0.0000	0	SNACSA            	0.3833	53	-0.3833
DALTRECAA1        	0.0000	0	PKUICSTRunA3      	0.3875	62	-0.3875
DALTRECAA1        	0.0000	0	PKUICSTRunA2      	0.3500	7	-0.3500
DALTRECAA1        	0.0000	0	PKUICSTRunA1      	0.3955	56	-0.3955
DALTRECAA1        	0.0000	0	MPII_COMB_SORT    	0.0641	100	-0.0641
DALTRECAA1        	0.0000	0	SNACS_LA          	0.1067	13	-0.1067
DALTRECAA1        	0.0000	0	UWaterlooATDK     	0.2000	5	-0.2000
DALTRECAA1        	0.0000	0	QUDynExp          	0.0570	99	-0.0570
DALTRECAA1        	0.0000	0	IRIT-KLTFIDF      	0.1638	10	-0.1638
DALTRECAA1        	0.0000	0	IritSigSDA        	0.0000	0	0.0000
DALTRECAA1        	0.0000	0	IRIT-RTNotif.33   	0.1290	4	-0.1290
DALTRECAA1        	0.0000	0	QUDyn             	0.0699	97	-0.0699
DALTRECAA1        	0.0000	0	UWCMBP1           	0.1479	20	-0.1479
DALTRECAA1        	0.0000	0	UWCMBP2           	0.2030	83	-0.2030
DALTRECAA1        	0.0000	0	QUBaseline        	0.3737	16	-0.3737
DALTRECAA1        	0.0000	0	umd_hcil_run02    	0.0000	19	0.0000
DALTRECAA1        	0.0000	0	DALTRECMA2        	0.0000	0	0.0000
DALTRECAA1        	0.0000	0	DALTRECMA1        	0.0000	0	0.0000
DALTRECAA1        	0.0000	0	MPII_LUC_SORT     	0.1208	90	-0.1208
DALTRECAA1        	0.0000	0	udelRun3A         	0.2608	24	-0.2608
udelRun3A         	0.2608	24	umd_hcil_run01    	0.0000	0	0.2608
udelRun3A         	0.2608	24	umd_hcil_run02    	0.0000	19	0.2608
