hpclab_pi_algA    	0.4000	5	udelRun2A         	0.2000	20	0.2000
IritSigSDA        	0.0000	61	MPII_COMB_SORT    	0.0087	93	-0.0087
IritSigSDA        	0.0000	61	SNACS_LA          	0.4000	0	-0.4000
IritSigSDA        	0.0000	61	UWaterlooATDK     	0.1000	18	-0.1000
IritSigSDA        	0.0000	61	QUDynExp          	0.0000	41	0.0000
IritSigSDA        	0.0000	61	QUDyn             	0.0000	60	0.0000
IritSigSDA        	0.0000	61	UWCMBP1           	0.0667	44	-0.0667
IritSigSDA        	0.0000	61	UWCMBP2           	0.0000	45	0.0000
IritSigSDA        	0.0000	61	QUBaseline        	0.0000	43	0.0000
IritSigSDA        	0.0000	61	umd_hcil_run02    	0.3000	4	-0.3000
IritSigSDA        	0.0000	61	MPII_LUC_SORT     	0.0140	90	-0.0140
IritSigSDA        	0.0000	61	udelRun3A         	0.2062	23	-0.2062
IRIT-RTNotif.33   	0.0000	100	hpclab_pi_algA    	0.4000	5	-0.4000
IRIT-RTNotif.33   	0.0000	100	UWaterlooATEK     	0.0187	30	-0.0187
IRIT-RTNotif.33   	0.0000	100	UWaterlooATNDEK   	0.0132	35	-0.0132
IRIT-RTNotif.33   	0.0000	100	udelRun2A         	0.2000	20	-0.2000
IRIT-RTNotif.33   	0.0000	100	udelRun1A         	0.1071	30	-0.1071
IRIT-RTNotif.33   	0.0000	100	MPII_HYBRID_PW    	0.0109	39	-0.0109
IRIT-RTNotif.33   	0.0000	100	umd_hcil_run01    	0.4000	0	-0.4000
IRIT-RTNotif.33   	0.0000	100	prnaTaskA3        	0.0050	67	-0.0050
IRIT-RTNotif.33   	0.0000	100	prnaTaskA2        	0.0050	64	-0.0050
IRIT-RTNotif.33   	0.0000	100	prnaTaskA1        	0.0000	76	0.0000
IRIT-RTNotif.33   	0.0000	100	SNACSA            	0.0593	67	-0.0593
IRIT-RTNotif.33   	0.0000	100	PKUICSTRunA3      	0.1250	26	-0.1250
IRIT-RTNotif.33   	0.0000	100	PKUICSTRunA2      	0.0175	74	-0.0175
IRIT-RTNotif.33   	0.0000	100	PKUICSTRunA1      	0.2500	11	-0.2500
IRIT-RTNotif.33   	0.0000	100	MPII_COMB_SORT    	0.0087	93	-0.0087
IRIT-RTNotif.33   	0.0000	100	SNACS_LA          	0.4000	0	-0.4000
IRIT-RTNotif.33   	0.0000	100	UWaterlooATDK     	0.1000	18	-0.1000
IRIT-RTNotif.33   	0.0000	100	QUDynExp          	0.0000	41	0.0000
IRIT-RTNotif.33   	0.0000	100	IritSigSDA        	0.0000	61	0.0000
IRIT-RTNotif.33   	0.0000	100	QUDyn             	0.0000	60	0.0000
IRIT-RTNotif.33   	0.0000	100	UWCMBP1           	0.0667	44	-0.0667
IRIT-RTNotif.33   	0.0000	100	UWCMBP2           	0.0000	45	0.0000
IRIT-RTNotif.33   	0.0000	100	QUBaseline        	0.0000	43	0.0000
IRIT-RTNotif.33   	0.0000	100	umd_hcil_run02    	0.3000	4	-0.3000
IRIT-RTNotif.33   	0.0000	100	MPII_LUC_SORT     	0.0140	90	-0.0140
IRIT-RTNotif.33   	0.0000	100	udelRun3A         	0.2062	23	-0.2062
QUDyn             	0.0000	60	hpclab_pi_algA    	0.4000	5	-0.4000
QUDyn             	0.0000	60	UWaterlooATEK     	0.0187	30	-0.0187
QUDyn             	0.0000	60	UWaterlooATNDEK   	0.0132	35	-0.0132
QUDyn             	0.0000	60	udelRun2A         	0.2000	20	-0.2000
QUDyn             	0.0000	60	udelRun1A         	0.1071	30	-0.1071
QUDyn             	0.0000	60	umd_hcil_run01    	0.4000	0	-0.4000
QUDyn             	0.0000	60	prnaTaskA3        	0.0050	67	-0.0050
QUDyn             	0.0000	60	prnaTaskA2        	0.0050	64	-0.0050
QUDyn             	0.0000	60	prnaTaskA1        	0.0000	76	0.0000
QUDyn             	0.0000	60	SNACSA            	0.0593	67	-0.0593
QUDyn             	0.0000	60	SNACS_LA          	0.4000	0	-0.4000
QUDyn             	0.0000	60	UWaterlooATDK     	0.1000	18	-0.1000
QUDyn             	0.0000	60	QUDynExp          	0.0000	41	0.0000
QUDyn             	0.0000	60	UWCMBP1           	0.0667	44	-0.0667
QUDyn             	0.0000	60	UWCMBP2           	0.0000	45	0.0000
QUDyn             	0.0000	60	umd_hcil_run02    	0.3000	4	-0.3000
QUDyn             	0.0000	60	udelRun3A         	0.2062	23	-0.2062
UWCMBP1           	0.0667	44	hpclab_pi_algA    	0.4000	5	-0.3333
UWCMBP1           	0.0667	44	UWaterlooATEK     	0.0187	30	0.0480
UWCMBP1           	0.0667	44	UWaterlooATNDEK   	0.0132	35	0.0535
UWCMBP1           	0.0667	44	udelRun2A         	0.2000	20	-0.1333
UWCMBP1           	0.0667	44	udelRun1A         	0.1071	30	-0.0404
UWCMBP1           	0.0667	44	umd_hcil_run01    	0.4000	0	-0.3333
UWCMBP1           	0.0667	44	prnaTaskA3        	0.0050	67	0.0617
UWCMBP1           	0.0667	44	prnaTaskA2        	0.0050	64	0.0617
UWCMBP1           	0.0667	44	prnaTaskA1        	0.0000	76	0.0667
UWCMBP1           	0.0667	44	UWaterlooATDK     	0.1000	18	-0.0333
UWCMBP1           	0.0667	44	UWCMBP2           	0.0000	45	0.0667
UWCMBP1           	0.0667	44	umd_hcil_run02    	0.3000	4	-0.2333
UWCMBP1           	0.0667	44	udelRun3A         	0.2062	23	-0.1395
CLIP-A-5.0-0.6    	0.0150	100	hpclab_pi_algA    	0.4000	5	-0.3850
CLIP-A-5.0-0.6    	0.0150	100	UWaterlooATEK     	0.0187	30	-0.0037
CLIP-A-5.0-0.6    	0.0150	100	UWaterlooATNDEK   	0.0132	35	0.0018
CLIP-A-5.0-0.6    	0.0150	100	udelRun2A         	0.2000	20	-0.1850
CLIP-A-5.0-0.6    	0.0150	100	udelRun1A         	0.1071	30	-0.0921
CLIP-A-5.0-0.6    	0.0150	100	MPII_HYBRID_PW    	0.0109	39	0.0041
CLIP-A-5.0-0.6    	0.0150	100	umd_hcil_run01    	0.4000	0	-0.3850
CLIP-A-5.0-0.6    	0.0150	100	ECNURUNA1         	0.4000	82	-0.3850
CLIP-A-5.0-0.6    	0.0150	100	ECNURUNA2         	0.4000	81	-0.3850
CLIP-A-5.0-0.6    	0.0150	100	ECNURUNA3         	0.4000	79	-0.3850
CLIP-A-5.0-0.6    	0.0150	100	prnaTaskA3        	0.0050	67	0.0100
CLIP-A-5.0-0.6    	0.0150	100	prnaTaskA2        	0.0050	64	0.0100
CLIP-A-5.0-0.6    	0.0150	100	prnaTaskA1        	0.0000	76	0.0150
CLIP-A-5.0-0.6    	0.0150	100	SNACSA            	0.0593	67	-0.0443
CLIP-A-5.0-0.6    	0.0150	100	PKUICSTRunA3      	0.1250	26	-0.1100
CLIP-A-5.0-0.6    	0.0150	100	PKUICSTRunA2      	0.0175	74	-0.0025
CLIP-A-5.0-0.6    	0.0150	100	PKUICSTRunA1      	0.2500	11	-0.2350
CLIP-A-5.0-0.6    	0.0150	100	MPII_COMB_SORT    	0.0087	93	0.0063
CLIP-A-5.0-0.6    	0.0150	100	SNACS_LA          	0.4000	0	-0.3850
CLIP-A-5.0-0.6    	0.0150	100	UWaterlooATDK     	0.1000	18	-0.0850
CLIP-A-5.0-0.6    	0.0150	100	QUDynExp          	0.0000	41	0.0150
CLIP-A-5.0-0.6    	0.0150	100	IRIT-KLTFIDF      	0.0063	36	0.0087
CLIP-A-5.0-0.6    	0.0150	100	IritSigSDA        	0.0000	61	0.0150
CLIP-A-5.0-0.6    	0.0150	100	IRIT-RTNotif.33   	0.0000	100	0.0150
CLIP-A-5.0-0.6    	0.0150	100	QUDyn             	0.0000	60	0.0150
CLIP-A-5.0-0.6    	0.0150	100	UWCMBP1           	0.0667	44	-0.0517
CLIP-A-5.0-0.6    	0.0150	100	UWCMBP2           	0.0000	45	0.0150
CLIP-A-5.0-0.6    	0.0150	100	QUBaseline        	0.0000	43	0.0150
CLIP-A-5.0-0.6    	0.0150	100	CLIP-A-DYN-0.5    	0.0156	80	-0.0006
CLIP-A-5.0-0.6    	0.0150	100	umd_hcil_run02    	0.3000	4	-0.2850
CLIP-A-5.0-0.6    	0.0150	100	DALTRECMA2        	0.4000	0	-0.3850
CLIP-A-5.0-0.6    	0.0150	100	DALTRECMA1        	0.4000	0	-0.3850
CLIP-A-5.0-0.6    	0.0150	100	MPII_LUC_SORT     	0.0140	90	0.0010
CLIP-A-5.0-0.6    	0.0150	100	DALTRECAA1        	0.0000	66	0.0150
CLIP-A-5.0-0.6    	0.0150	100	udelRun3A         	0.2062	23	-0.1912
CLIP-A-5.0-0.5    	0.0150	93	hpclab_pi_algA    	0.4000	5	-0.3850
CLIP-A-5.0-0.5    	0.0150	93	UWaterlooATEK     	0.0187	30	-0.0037
CLIP-A-5.0-0.5    	0.0150	93	UWaterlooATNDEK   	0.0132	35	0.0018
CLIP-A-5.0-0.5    	0.0150	93	udelRun2A         	0.2000	20	-0.1850
CLIP-A-5.0-0.5    	0.0150	93	udelRun1A         	0.1071	30	-0.0921
CLIP-A-5.0-0.5    	0.0150	93	MPII_HYBRID_PW    	0.0109	39	0.0041
CLIP-A-5.0-0.5    	0.0150	93	umd_hcil_run01    	0.4000	0	-0.3850
CLIP-A-5.0-0.5    	0.0150	93	ECNURUNA1         	0.4000	82	-0.3850
CLIP-A-5.0-0.5    	0.0150	93	ECNURUNA2         	0.4000	81	-0.3850
CLIP-A-5.0-0.5    	0.0150	93	ECNURUNA3         	0.4000	79	-0.3850
CLIP-A-5.0-0.5    	0.0150	93	prnaTaskA3        	0.0050	67	0.0100
CLIP-A-5.0-0.5    	0.0150	93	prnaTaskA2        	0.0050	64	0.0100
CLIP-A-5.0-0.5    	0.0150	93	prnaTaskA1        	0.0000	76	0.0150
CLIP-A-5.0-0.5    	0.0150	93	SNACSA            	0.0593	67	-0.0443
CLIP-A-5.0-0.5    	0.0150	93	PKUICSTRunA3      	0.1250	26	-0.1100
CLIP-A-5.0-0.5    	0.0150	93	PKUICSTRunA2      	0.0175	74	-0.0025
CLIP-A-5.0-0.5    	0.0150	93	PKUICSTRunA1      	0.2500	11	-0.2350
CLIP-A-5.0-0.5    	0.0150	93	MPII_COMB_SORT    	0.0087	93	0.0063
CLIP-A-5.0-0.5    	0.0150	93	SNACS_LA          	0.4000	0	-0.3850
CLIP-A-5.0-0.5    	0.0150	93	UWaterlooATDK     	0.1000	18	-0.0850
CLIP-A-5.0-0.5    	0.0150	93	QUDynExp          	0.0000	41	0.0150
CLIP-A-5.0-0.5    	0.0150	93	IRIT-KLTFIDF      	0.0063	36	0.0087
CLIP-A-5.0-0.5    	0.0150	93	IritSigSDA        	0.0000	61	0.0150
CLIP-A-5.0-0.5    	0.0150	93	IRIT-RTNotif.33   	0.0000	100	0.0150
CLIP-A-5.0-0.5    	0.0150	93	QUDyn             	0.0000	60	0.0150
CLIP-A-5.0-0.5    	0.0150	93	UWCMBP1           	0.0667	44	-0.0517
CLIP-A-5.0-0.5    	0.0150	93	CLIP-A-5.0-0.6    	0.0150	100	0.0000
CLIP-A-5.0-0.5    	0.0150	93	UWCMBP2           	0.0000	45	0.0150
CLIP-A-5.0-0.5    	0.0150	93	QUBaseline        	0.0000	43	0.0150
CLIP-A-5.0-0.5    	0.0150	93	CLIP-A-DYN-0.5    	0.0156	80	-0.0006
CLIP-A-5.0-0.5    	0.0150	93	umd_hcil_run02    	0.3000	4	-0.2850
CLIP-A-5.0-0.5    	0.0150	93	DALTRECMA2        	0.4000	0	-0.3850
CLIP-A-5.0-0.5    	0.0150	93	DALTRECMA1        	0.4000	0	-0.3850
CLIP-A-5.0-0.5    	0.0150	93	MPII_LUC_SORT     	0.0140	90	0.0010
CLIP-A-5.0-0.5    	0.0150	93	DALTRECAA1        	0.0000	66	0.0150
CLIP-A-5.0-0.5    	0.0150	93	udelRun3A         	0.2062	23	-0.1912
UWCMBP2           	0.0000	45	hpclab_pi_algA    	0.4000	5	-0.4000
UWCMBP2           	0.0000	45	UWaterlooATEK     	0.0187	30	-0.0187
UWCMBP2           	0.0000	45	UWaterlooATNDEK   	0.0132	35	-0.0132
UWCMBP2           	0.0000	45	udelRun2A         	0.2000	20	-0.2000
UWCMBP2           	0.0000	45	udelRun1A         	0.1071	30	-0.1071
UWCMBP2           	0.0000	45	umd_hcil_run01    	0.4000	0	-0.4000
UWCMBP2           	0.0000	45	prnaTaskA3        	0.0050	67	-0.0050
UWCMBP2           	0.0000	45	prnaTaskA2        	0.0050	64	-0.0050
UWCMBP2           	0.0000	45	prnaTaskA1        	0.0000	76	0.0000
UWCMBP2           	0.0000	45	UWaterlooATDK     	0.1000	18	-0.1000
UWCMBP2           	0.0000	45	umd_hcil_run02    	0.3000	4	-0.3000
UWCMBP2           	0.0000	45	udelRun3A         	0.2062	23	-0.2062
QUBaseline        	0.0000	43	hpclab_pi_algA    	0.4000	5	-0.4000
QUBaseline        	0.0000	43	UWaterlooATEK     	0.0187	30	-0.0187
QUBaseline        	0.0000	43	UWaterlooATNDEK   	0.0132	35	-0.0132
QUBaseline        	0.0000	43	udelRun2A         	0.2000	20	-0.2000
QUBaseline        	0.0000	43	udelRun1A         	0.1071	30	-0.1071
QUBaseline        	0.0000	43	umd_hcil_run01    	0.4000	0	-0.4000
QUBaseline        	0.0000	43	prnaTaskA3        	0.0050	67	-0.0050
QUBaseline        	0.0000	43	prnaTaskA2        	0.0050	64	-0.0050
QUBaseline        	0.0000	43	prnaTaskA1        	0.0000	76	0.0000
QUBaseline        	0.0000	43	SNACSA            	0.0593	67	-0.0593
QUBaseline        	0.0000	43	SNACS_LA          	0.4000	0	-0.4000
QUBaseline        	0.0000	43	UWaterlooATDK     	0.1000	18	-0.1000
QUBaseline        	0.0000	43	QUDynExp          	0.0000	41	0.0000
QUBaseline        	0.0000	43	QUDyn             	0.0000	60	0.0000
QUBaseline        	0.0000	43	UWCMBP1           	0.0667	44	-0.0667
QUBaseline        	0.0000	43	UWCMBP2           	0.0000	45	0.0000
QUBaseline        	0.0000	43	umd_hcil_run02    	0.3000	4	-0.3000
QUBaseline        	0.0000	43	udelRun3A         	0.2062	23	-0.2062
CLIP-A-DYN-0.5    	0.0156	80	hpclab_pi_algA    	0.4000	5	-0.3844
CLIP-A-DYN-0.5    	0.0156	80	UWaterlooATEK     	0.0187	30	-0.0031
CLIP-A-DYN-0.5    	0.0156	80	UWaterlooATNDEK   	0.0132	35	0.0024
CLIP-A-DYN-0.5    	0.0156	80	udelRun2A         	0.2000	20	-0.1844
CLIP-A-DYN-0.5    	0.0156	80	udelRun1A         	0.1071	30	-0.0915
CLIP-A-DYN-0.5    	0.0156	80	MPII_HYBRID_PW    	0.0109	39	0.0047
CLIP-A-DYN-0.5    	0.0156	80	umd_hcil_run01    	0.4000	0	-0.3844
CLIP-A-DYN-0.5    	0.0156	80	ECNURUNA1         	0.4000	82	-0.3844
CLIP-A-DYN-0.5    	0.0156	80	ECNURUNA2         	0.4000	81	-0.3844
CLIP-A-DYN-0.5    	0.0156	80	ECNURUNA3         	0.4000	79	-0.3844
CLIP-A-DYN-0.5    	0.0156	80	prnaTaskA3        	0.0050	67	0.0106
CLIP-A-DYN-0.5    	0.0156	80	prnaTaskA2        	0.0050	64	0.0106
CLIP-A-DYN-0.5    	0.0156	80	prnaTaskA1        	0.0000	76	0.0156
CLIP-A-DYN-0.5    	0.0156	80	SNACSA            	0.0593	67	-0.0437
CLIP-A-DYN-0.5    	0.0156	80	PKUICSTRunA3      	0.1250	26	-0.1094
CLIP-A-DYN-0.5    	0.0156	80	PKUICSTRunA2      	0.0175	74	-0.0019
CLIP-A-DYN-0.5    	0.0156	80	PKUICSTRunA1      	0.2500	11	-0.2344
CLIP-A-DYN-0.5    	0.0156	80	MPII_COMB_SORT    	0.0087	93	0.0069
CLIP-A-DYN-0.5    	0.0156	80	SNACS_LA          	0.4000	0	-0.3844
CLIP-A-DYN-0.5    	0.0156	80	UWaterlooATDK     	0.1000	18	-0.0844
CLIP-A-DYN-0.5    	0.0156	80	QUDynExp          	0.0000	41	0.0156
CLIP-A-DYN-0.5    	0.0156	80	IRIT-KLTFIDF      	0.0063	36	0.0093
CLIP-A-DYN-0.5    	0.0156	80	IritSigSDA        	0.0000	61	0.0156
CLIP-A-DYN-0.5    	0.0156	80	IRIT-RTNotif.33   	0.0000	100	0.0156
CLIP-A-DYN-0.5    	0.0156	80	QUDyn             	0.0000	60	0.0156
CLIP-A-DYN-0.5    	0.0156	80	UWCMBP1           	0.0667	44	-0.0511
CLIP-A-DYN-0.5    	0.0156	80	UWCMBP2           	0.0000	45	0.0156
CLIP-A-DYN-0.5    	0.0156	80	QUBaseline        	0.0000	43	0.0156
CLIP-A-DYN-0.5    	0.0156	80	umd_hcil_run02    	0.3000	4	-0.2844
CLIP-A-DYN-0.5    	0.0156	80	DALTRECMA2        	0.4000	0	-0.3844
CLIP-A-DYN-0.5    	0.0156	80	DALTRECMA1        	0.4000	0	-0.3844
CLIP-A-DYN-0.5    	0.0156	80	MPII_LUC_SORT     	0.0140	90	0.0016
CLIP-A-DYN-0.5    	0.0156	80	DALTRECAA1        	0.0000	66	0.0156
CLIP-A-DYN-0.5    	0.0156	80	udelRun3A         	0.2062	23	-0.1906
DALTRECMA2        	0.4000	0	hpclab_pi_algA    	0.4000	5	0.0000
DALTRECMA2        	0.4000	0	UWaterlooATEK     	0.0187	30	0.3813
DALTRECMA2        	0.4000	0	UWaterlooATNDEK   	0.0132	35	0.3868
DALTRECMA2        	0.4000	0	udelRun2A         	0.2000	20	0.2000
DALTRECMA2        	0.4000	0	udelRun1A         	0.1071	30	0.2929
DALTRECMA2        	0.4000	0	MPII_HYBRID_PW    	0.0109	39	0.3891
DALTRECMA2        	0.4000	0	umd_hcil_run01    	0.4000	0	0.0000
DALTRECMA2        	0.4000	0	ECNURUNA1         	0.4000	82	0.0000
DALTRECMA2        	0.4000	0	ECNURUNA2         	0.4000	81	0.0000
DALTRECMA2        	0.4000	0	ECNURUNA3         	0.4000	79	0.0000
DALTRECMA2        	0.4000	0	prnaTaskA3        	0.0050	67	0.3950
DALTRECMA2        	0.4000	0	prnaTaskA2        	0.0050	64	0.3950
DALTRECMA2        	0.4000	0	prnaTaskA1        	0.0000	76	0.4000
DALTRECMA2        	0.4000	0	SNACSA            	0.0593	67	0.3407
DALTRECMA2        	0.4000	0	PKUICSTRunA3      	0.1250	26	0.2750
DALTRECMA2        	0.4000	0	PKUICSTRunA2      	0.0175	74	0.3825
DALTRECMA2        	0.4000	0	PKUICSTRunA1      	0.2500	11	0.1500
DALTRECMA2        	0.4000	0	MPII_COMB_SORT    	0.0087	93	0.3913
DALTRECMA2        	0.4000	0	SNACS_LA          	0.4000	0	0.0000
DALTRECMA2        	0.4000	0	UWaterlooATDK     	0.1000	18	0.3000
DALTRECMA2        	0.4000	0	QUDynExp          	0.0000	41	0.4000
DALTRECMA2        	0.4000	0	IRIT-KLTFIDF      	0.0063	36	0.3937
DALTRECMA2        	0.4000	0	IritSigSDA        	0.0000	61	0.4000
DALTRECMA2        	0.4000	0	IRIT-RTNotif.33   	0.0000	100	0.4000
DALTRECMA2        	0.4000	0	QUDyn             	0.0000	60	0.4000
DALTRECMA2        	0.4000	0	UWCMBP1           	0.0667	44	0.3333
DALTRECMA2        	0.4000	0	UWCMBP2           	0.0000	45	0.4000
DALTRECMA2        	0.4000	0	QUBaseline        	0.0000	43	0.4000
DALTRECMA2        	0.4000	0	umd_hcil_run02    	0.3000	4	0.1000
DALTRECMA2        	0.4000	0	MPII_LUC_SORT     	0.0140	90	0.3860
DALTRECMA2        	0.4000	0	udelRun3A         	0.2062	23	0.1938
DALTRECMA1        	0.4000	0	hpclab_pi_algA    	0.4000	5	0.0000
DALTRECMA1        	0.4000	0	UWaterlooATEK     	0.0187	30	0.3813
DALTRECMA1        	0.4000	0	UWaterlooATNDEK   	0.0132	35	0.3868
DALTRECMA1        	0.4000	0	udelRun2A         	0.2000	20	0.2000
DALTRECMA1        	0.4000	0	udelRun1A         	0.1071	30	0.2929
DALTRECMA1        	0.4000	0	MPII_HYBRID_PW    	0.0109	39	0.3891
DALTRECMA1        	0.4000	0	umd_hcil_run01    	0.4000	0	0.0000
DALTRECMA1        	0.4000	0	ECNURUNA1         	0.4000	82	0.0000
DALTRECMA1        	0.4000	0	ECNURUNA2         	0.4000	81	0.0000
DALTRECMA1        	0.4000	0	ECNURUNA3         	0.4000	79	0.0000
DALTRECMA1        	0.4000	0	prnaTaskA3        	0.0050	67	0.3950
DALTRECMA1        	0.4000	0	prnaTaskA2        	0.0050	64	0.3950
DALTRECMA1        	0.4000	0	prnaTaskA1        	0.0000	76	0.4000
DALTRECMA1        	0.4000	0	SNACSA            	0.0593	67	0.3407
DALTRECMA1        	0.4000	0	PKUICSTRunA3      	0.1250	26	0.2750
DALTRECMA1        	0.4000	0	PKUICSTRunA2      	0.0175	74	0.3825
DALTRECMA1        	0.4000	0	PKUICSTRunA1      	0.2500	11	0.1500
DALTRECMA1        	0.4000	0	MPII_COMB_SORT    	0.0087	93	0.3913
DALTRECMA1        	0.4000	0	SNACS_LA          	0.4000	0	0.0000
DALTRECMA1        	0.4000	0	UWaterlooATDK     	0.1000	18	0.3000
DALTRECMA1        	0.4000	0	QUDynExp          	0.0000	41	0.4000
DALTRECMA1        	0.4000	0	IRIT-KLTFIDF      	0.0063	36	0.3937
DALTRECMA1        	0.4000	0	IritSigSDA        	0.0000	61	0.4000
DALTRECMA1        	0.4000	0	IRIT-RTNotif.33   	0.0000	100	0.4000
DALTRECMA1        	0.4000	0	QUDyn             	0.0000	60	0.4000
DALTRECMA1        	0.4000	0	UWCMBP1           	0.0667	44	0.3333
DALTRECMA1        	0.4000	0	UWCMBP2           	0.0000	45	0.4000
DALTRECMA1        	0.4000	0	QUBaseline        	0.0000	43	0.4000
DALTRECMA1        	0.4000	0	umd_hcil_run02    	0.3000	4	0.1000
DALTRECMA1        	0.4000	0	DALTRECMA2        	0.4000	0	0.0000
DALTRECMA1        	0.4000	0	MPII_LUC_SORT     	0.0140	90	0.3860
DALTRECMA1        	0.4000	0	udelRun3A         	0.2062	23	0.1938
MPII_LUC_SORT     	0.0140	90	hpclab_pi_algA    	0.4000	5	-0.3860
MPII_LUC_SORT     	0.0140	90	UWaterlooATEK     	0.0187	30	-0.0047
MPII_LUC_SORT     	0.0140	90	UWaterlooATNDEK   	0.0132	35	0.0008
MPII_LUC_SORT     	0.0140	90	udelRun2A         	0.2000	20	-0.1860
MPII_LUC_SORT     	0.0140	90	udelRun1A         	0.1071	30	-0.0931
MPII_LUC_SORT     	0.0140	90	umd_hcil_run01    	0.4000	0	-0.3860
MPII_LUC_SORT     	0.0140	90	prnaTaskA3        	0.0050	67	0.0090
MPII_LUC_SORT     	0.0140	90	prnaTaskA2        	0.0050	64	0.0090
MPII_LUC_SORT     	0.0140	90	prnaTaskA1        	0.0000	76	0.0140
MPII_LUC_SORT     	0.0140	90	SNACSA            	0.0593	67	-0.0453
MPII_LUC_SORT     	0.0140	90	PKUICSTRunA3      	0.1250	26	-0.1110
MPII_LUC_SORT     	0.0140	90	PKUICSTRunA2      	0.0175	74	-0.0035
MPII_LUC_SORT     	0.0140	90	PKUICSTRunA1      	0.2500	11	-0.2360
MPII_LUC_SORT     	0.0140	90	SNACS_LA          	0.4000	0	-0.3860
MPII_LUC_SORT     	0.0140	90	UWaterlooATDK     	0.1000	18	-0.0860
MPII_LUC_SORT     	0.0140	90	QUDynExp          	0.0000	41	0.0140
MPII_LUC_SORT     	0.0140	90	QUDyn             	0.0000	60	0.0140
MPII_LUC_SORT     	0.0140	90	UWCMBP1           	0.0667	44	-0.0527
MPII_LUC_SORT     	0.0140	90	UWCMBP2           	0.0000	45	0.0140
MPII_LUC_SORT     	0.0140	90	QUBaseline        	0.0000	43	0.0140
MPII_LUC_SORT     	0.0140	90	umd_hcil_run02    	0.3000	4	-0.2860
MPII_LUC_SORT     	0.0140	90	udelRun3A         	0.2062	23	-0.1922
DALTRECAA1        	0.0000	66	hpclab_pi_algA    	0.4000	5	-0.4000
DALTRECAA1        	0.0000	66	UWaterlooATEK     	0.0187	30	-0.0187
DALTRECAA1        	0.0000	66	UWaterlooATNDEK   	0.0132	35	-0.0132
DALTRECAA1        	0.0000	66	udelRun2A         	0.2000	20	-0.2000
DALTRECAA1        	0.0000	66	udelRun1A         	0.1071	30	-0.1071
DALTRECAA1        	0.0000	66	MPII_HYBRID_PW    	0.0109	39	-0.0109
DALTRECAA1        	0.0000	66	umd_hcil_run01    	0.4000	0	-0.4000
DALTRECAA1        	0.0000	66	ECNURUNA1         	0.4000	82	-0.4000
DALTRECAA1        	0.0000	66	ECNURUNA2         	0.4000	81	-0.4000
DALTRECAA1        	0.0000	66	ECNURUNA3         	0.4000	79	-0.4000
DALTRECAA1        	0.0000	66	prnaTaskA3        	0.0050	67	-0.0050
DALTRECAA1        	0.0000	66	prnaTaskA2        	0.0050	64	-0.0050
DALTRECAA1        	0.0000	66	prnaTaskA1        	0.0000	76	0.0000
DALTRECAA1        	0.0000	66	SNACSA            	0.0593	67	-0.0593
DALTRECAA1        	0.0000	66	PKUICSTRunA3      	0.1250	26	-0.1250
DALTRECAA1        	0.0000	66	PKUICSTRunA2      	0.0175	74	-0.0175
DALTRECAA1        	0.0000	66	PKUICSTRunA1      	0.2500	11	-0.2500
DALTRECAA1        	0.0000	66	MPII_COMB_SORT    	0.0087	93	-0.0087
DALTRECAA1        	0.0000	66	SNACS_LA          	0.4000	0	-0.4000
DALTRECAA1        	0.0000	66	UWaterlooATDK     	0.1000	18	-0.1000
DALTRECAA1        	0.0000	66	QUDynExp          	0.0000	41	0.0000
DALTRECAA1        	0.0000	66	IRIT-KLTFIDF      	0.0063	36	-0.0063
DALTRECAA1        	0.0000	66	IritSigSDA        	0.0000	61	0.0000
DALTRECAA1        	0.0000	66	IRIT-RTNotif.33   	0.0000	100	0.0000
DALTRECAA1        	0.0000	66	QUDyn             	0.0000	60	0.0000
DALTRECAA1        	0.0000	66	UWCMBP1           	0.0667	44	-0.0667
DALTRECAA1        	0.0000	66	UWCMBP2           	0.0000	45	0.0000
DALTRECAA1        	0.0000	66	QUBaseline        	0.0000	43	0.0000
DALTRECAA1        	0.0000	66	umd_hcil_run02    	0.3000	4	-0.3000
DALTRECAA1        	0.0000	66	DALTRECMA2        	0.4000	0	-0.4000
DALTRECAA1        	0.0000	66	DALTRECMA1        	0.4000	0	-0.4000
DALTRECAA1        	0.0000	66	MPII_LUC_SORT     	0.0140	90	-0.0140
DALTRECAA1        	0.0000	66	udelRun3A         	0.2062	23	-0.2062
udelRun3A         	0.2062	23	umd_hcil_run01    	0.4000	0	-0.1938
udelRun3A         	0.2062	23	umd_hcil_run02    	0.3000	4	-0.0938
