hpclab_pi_algA    	0.1000	2	udelRun2A         	0.2261	36	-0.1261
IritSigSDA        	0.1000	0	MPII_COMB_SORT    	0.1580	97	-0.0580
IritSigSDA        	0.1000	0	SNACS_LA          	0.1050	61	-0.0050
IritSigSDA        	0.1000	0	UWaterlooATDK     	0.1000	14	0.0000
IritSigSDA        	0.1000	0	QUDynExp          	0.0518	57	0.0482
IritSigSDA        	0.1000	0	QUDyn             	0.1375	54	-0.0375
IritSigSDA        	0.1000	0	UWCMBP1           	0.0725	26	0.0275
IritSigSDA        	0.1000	0	UWCMBP2           	0.1886	63	-0.0886
IritSigSDA        	0.1000	0	QUBaseline        	0.1000	4	0.0000
IritSigSDA        	0.1000	0	umd_hcil_run02    	0.1000	0	0.0000
IritSigSDA        	0.1000	0	MPII_LUC_SORT     	0.1856	90	-0.0856
IritSigSDA        	0.1000	0	udelRun3A         	0.0875	27	0.0125
IRIT-RTNotif.33   	0.1021	49	hpclab_pi_algA    	0.1000	2	0.0021
IRIT-RTNotif.33   	0.1021	49	UWaterlooATEK     	0.0452	28	0.0569
IRIT-RTNotif.33   	0.1021	49	UWaterlooATNDEK   	0.0452	32	0.0569
IRIT-RTNotif.33   	0.1021	49	udelRun2A         	0.2261	36	-0.1240
IRIT-RTNotif.33   	0.1021	49	udelRun1A         	0.2561	56	-0.1540
IRIT-RTNotif.33   	0.1021	49	MPII_HYBRID_PW    	0.0944	56	0.0077
IRIT-RTNotif.33   	0.1021	49	umd_hcil_run01    	0.1000	0	0.0021
IRIT-RTNotif.33   	0.1021	49	prnaTaskA3        	0.2100	5	-0.1079
IRIT-RTNotif.33   	0.1021	49	prnaTaskA2        	0.2343	8	-0.1322
IRIT-RTNotif.33   	0.1021	49	prnaTaskA1        	0.2543	15	-0.1522
IRIT-RTNotif.33   	0.1021	49	SNACSA            	0.1700	100	-0.0679
IRIT-RTNotif.33   	0.1021	49	PKUICSTRunA3      	0.1654	62	-0.0633
IRIT-RTNotif.33   	0.1021	49	PKUICSTRunA2      	0.1444	40	-0.0423
IRIT-RTNotif.33   	0.1021	49	PKUICSTRunA1      	0.1536	57	-0.0515
IRIT-RTNotif.33   	0.1021	49	MPII_COMB_SORT    	0.1580	97	-0.0559
IRIT-RTNotif.33   	0.1021	49	SNACS_LA          	0.1050	61	-0.0029
IRIT-RTNotif.33   	0.1021	49	UWaterlooATDK     	0.1000	14	0.0021
IRIT-RTNotif.33   	0.1021	49	QUDynExp          	0.0518	57	0.0503
IRIT-RTNotif.33   	0.1021	49	IritSigSDA        	0.1000	0	0.0021
IRIT-RTNotif.33   	0.1021	49	QUDyn             	0.1375	54	-0.0354
IRIT-RTNotif.33   	0.1021	49	UWCMBP1           	0.0725	26	0.0296
IRIT-RTNotif.33   	0.1021	49	UWCMBP2           	0.1886	63	-0.0865
IRIT-RTNotif.33   	0.1021	49	QUBaseline        	0.1000	4	0.0021
IRIT-RTNotif.33   	0.1021	49	umd_hcil_run02    	0.1000	0	0.0021
IRIT-RTNotif.33   	0.1021	49	MPII_LUC_SORT     	0.1856	90	-0.0835
IRIT-RTNotif.33   	0.1021	49	udelRun3A         	0.0875	27	0.0146
QUDyn             	0.1375	54	hpclab_pi_algA    	0.1000	2	0.0375
QUDyn             	0.1375	54	UWaterlooATEK     	0.0452	28	0.0923
QUDyn             	0.1375	54	UWaterlooATNDEK   	0.0452	32	0.0923
QUDyn             	0.1375	54	udelRun2A         	0.2261	36	-0.0886
QUDyn             	0.1375	54	udelRun1A         	0.2561	56	-0.1186
QUDyn             	0.1375	54	umd_hcil_run01    	0.1000	0	0.0375
QUDyn             	0.1375	54	prnaTaskA3        	0.2100	5	-0.0725
QUDyn             	0.1375	54	prnaTaskA2        	0.2343	8	-0.0968
QUDyn             	0.1375	54	prnaTaskA1        	0.2543	15	-0.1168
QUDyn             	0.1375	54	SNACSA            	0.1700	100	-0.0325
QUDyn             	0.1375	54	SNACS_LA          	0.1050	61	0.0325
QUDyn             	0.1375	54	UWaterlooATDK     	0.1000	14	0.0375
QUDyn             	0.1375	54	QUDynExp          	0.0518	57	0.0857
QUDyn             	0.1375	54	UWCMBP1           	0.0725	26	0.0650
QUDyn             	0.1375	54	UWCMBP2           	0.1886	63	-0.0511
QUDyn             	0.1375	54	umd_hcil_run02    	0.1000	0	0.0375
QUDyn             	0.1375	54	udelRun3A         	0.0875	27	0.0500
UWCMBP1           	0.0725	26	hpclab_pi_algA    	0.1000	2	-0.0275
UWCMBP1           	0.0725	26	UWaterlooATEK     	0.0452	28	0.0273
UWCMBP1           	0.0725	26	UWaterlooATNDEK   	0.0452	32	0.0273
UWCMBP1           	0.0725	26	udelRun2A         	0.2261	36	-0.1536
UWCMBP1           	0.0725	26	udelRun1A         	0.2561	56	-0.1836
UWCMBP1           	0.0725	26	umd_hcil_run01    	0.1000	0	-0.0275
UWCMBP1           	0.0725	26	prnaTaskA3        	0.2100	5	-0.1375
UWCMBP1           	0.0725	26	prnaTaskA2        	0.2343	8	-0.1618
UWCMBP1           	0.0725	26	prnaTaskA1        	0.2543	15	-0.1818
UWCMBP1           	0.0725	26	UWaterlooATDK     	0.1000	14	-0.0275
UWCMBP1           	0.0725	26	UWCMBP2           	0.1886	63	-0.1161
UWCMBP1           	0.0725	26	umd_hcil_run02    	0.1000	0	-0.0275
UWCMBP1           	0.0725	26	udelRun3A         	0.0875	27	-0.0150
CLIP-A-5.0-0.6    	0.2994	100	hpclab_pi_algA    	0.1000	2	0.1994
CLIP-A-5.0-0.6    	0.2994	100	UWaterlooATEK     	0.0452	28	0.2542
CLIP-A-5.0-0.6    	0.2994	100	UWaterlooATNDEK   	0.0452	32	0.2542
CLIP-A-5.0-0.6    	0.2994	100	udelRun2A         	0.2261	36	0.0733
CLIP-A-5.0-0.6    	0.2994	100	udelRun1A         	0.2561	56	0.0433
CLIP-A-5.0-0.6    	0.2994	100	MPII_HYBRID_PW    	0.0944	56	0.2050
CLIP-A-5.0-0.6    	0.2994	100	umd_hcil_run01    	0.1000	0	0.1994
CLIP-A-5.0-0.6    	0.2994	100	ECNURUNA1         	0.1000	0	0.1994
CLIP-A-5.0-0.6    	0.2994	100	ECNURUNA2         	0.1000	0	0.1994
CLIP-A-5.0-0.6    	0.2994	100	ECNURUNA3         	0.1000	0	0.1994
CLIP-A-5.0-0.6    	0.2994	100	prnaTaskA3        	0.2100	5	0.0894
CLIP-A-5.0-0.6    	0.2994	100	prnaTaskA2        	0.2343	8	0.0651
CLIP-A-5.0-0.6    	0.2994	100	prnaTaskA1        	0.2543	15	0.0451
CLIP-A-5.0-0.6    	0.2994	100	SNACSA            	0.1700	100	0.1294
CLIP-A-5.0-0.6    	0.2994	100	PKUICSTRunA3      	0.1654	62	0.1340
CLIP-A-5.0-0.6    	0.2994	100	PKUICSTRunA2      	0.1444	40	0.1550
CLIP-A-5.0-0.6    	0.2994	100	PKUICSTRunA1      	0.1536	57	0.1458
CLIP-A-5.0-0.6    	0.2994	100	MPII_COMB_SORT    	0.1580	97	0.1414
CLIP-A-5.0-0.6    	0.2994	100	SNACS_LA          	0.1050	61	0.1944
CLIP-A-5.0-0.6    	0.2994	100	UWaterlooATDK     	0.1000	14	0.1994
CLIP-A-5.0-0.6    	0.2994	100	QUDynExp          	0.0518	57	0.2476
CLIP-A-5.0-0.6    	0.2994	100	IRIT-KLTFIDF      	0.2200	26	0.0794
CLIP-A-5.0-0.6    	0.2994	100	IritSigSDA        	0.1000	0	0.1994
CLIP-A-5.0-0.6    	0.2994	100	IRIT-RTNotif.33   	0.1021	49	0.1973
CLIP-A-5.0-0.6    	0.2994	100	QUDyn             	0.1375	54	0.1619
CLIP-A-5.0-0.6    	0.2994	100	UWCMBP1           	0.0725	26	0.2269
CLIP-A-5.0-0.6    	0.2994	100	UWCMBP2           	0.1886	63	0.1108
CLIP-A-5.0-0.6    	0.2994	100	QUBaseline        	0.1000	4	0.1994
CLIP-A-5.0-0.6    	0.2994	100	CLIP-A-DYN-0.5    	0.2719	100	0.0275
CLIP-A-5.0-0.6    	0.2994	100	umd_hcil_run02    	0.1000	0	0.1994
CLIP-A-5.0-0.6    	0.2994	100	DALTRECMA2        	0.1000	1	0.1994
CLIP-A-5.0-0.6    	0.2994	100	DALTRECMA1        	0.1000	7	0.1994
CLIP-A-5.0-0.6    	0.2994	100	MPII_LUC_SORT     	0.1856	90	0.1138
CLIP-A-5.0-0.6    	0.2994	100	DALTRECAA1        	0.0200	81	0.2794
CLIP-A-5.0-0.6    	0.2994	100	udelRun3A         	0.0875	27	0.2119
CLIP-A-5.0-0.5    	0.2983	100	hpclab_pi_algA    	0.1000	2	0.1983
CLIP-A-5.0-0.5    	0.2983	100	UWaterlooATEK     	0.0452	28	0.2531
CLIP-A-5.0-0.5    	0.2983	100	UWaterlooATNDEK   	0.0452	32	0.2531
CLIP-A-5.0-0.5    	0.2983	100	udelRun2A         	0.2261	36	0.0722
CLIP-A-5.0-0.5    	0.2983	100	udelRun1A         	0.2561	56	0.0422
CLIP-A-5.0-0.5    	0.2983	100	MPII_HYBRID_PW    	0.0944	56	0.2039
CLIP-A-5.0-0.5    	0.2983	100	umd_hcil_run01    	0.1000	0	0.1983
CLIP-A-5.0-0.5    	0.2983	100	ECNURUNA1         	0.1000	0	0.1983
CLIP-A-5.0-0.5    	0.2983	100	ECNURUNA2         	0.1000	0	0.1983
CLIP-A-5.0-0.5    	0.2983	100	ECNURUNA3         	0.1000	0	0.1983
CLIP-A-5.0-0.5    	0.2983	100	prnaTaskA3        	0.2100	5	0.0883
CLIP-A-5.0-0.5    	0.2983	100	prnaTaskA2        	0.2343	8	0.0640
CLIP-A-5.0-0.5    	0.2983	100	prnaTaskA1        	0.2543	15	0.0440
CLIP-A-5.0-0.5    	0.2983	100	SNACSA            	0.1700	100	0.1283
CLIP-A-5.0-0.5    	0.2983	100	PKUICSTRunA3      	0.1654	62	0.1329
CLIP-A-5.0-0.5    	0.2983	100	PKUICSTRunA2      	0.1444	40	0.1539
CLIP-A-5.0-0.5    	0.2983	100	PKUICSTRunA1      	0.1536	57	0.1447
CLIP-A-5.0-0.5    	0.2983	100	MPII_COMB_SORT    	0.1580	97	0.1403
CLIP-A-5.0-0.5    	0.2983	100	SNACS_LA          	0.1050	61	0.1933
CLIP-A-5.0-0.5    	0.2983	100	UWaterlooATDK     	0.1000	14	0.1983
CLIP-A-5.0-0.5    	0.2983	100	QUDynExp          	0.0518	57	0.2465
CLIP-A-5.0-0.5    	0.2983	100	IRIT-KLTFIDF      	0.2200	26	0.0783
CLIP-A-5.0-0.5    	0.2983	100	IritSigSDA        	0.1000	0	0.1983
CLIP-A-5.0-0.5    	0.2983	100	IRIT-RTNotif.33   	0.1021	49	0.1962
CLIP-A-5.0-0.5    	0.2983	100	QUDyn             	0.1375	54	0.1608
CLIP-A-5.0-0.5    	0.2983	100	UWCMBP1           	0.0725	26	0.2258
CLIP-A-5.0-0.5    	0.2983	100	CLIP-A-5.0-0.6    	0.2994	100	-0.0011
CLIP-A-5.0-0.5    	0.2983	100	UWCMBP2           	0.1886	63	0.1097
CLIP-A-5.0-0.5    	0.2983	100	QUBaseline        	0.1000	4	0.1983
CLIP-A-5.0-0.5    	0.2983	100	CLIP-A-DYN-0.5    	0.2719	100	0.0264
CLIP-A-5.0-0.5    	0.2983	100	umd_hcil_run02    	0.1000	0	0.1983
CLIP-A-5.0-0.5    	0.2983	100	DALTRECMA2        	0.1000	1	0.1983
CLIP-A-5.0-0.5    	0.2983	100	DALTRECMA1        	0.1000	7	0.1983
CLIP-A-5.0-0.5    	0.2983	100	MPII_LUC_SORT     	0.1856	90	0.1127
CLIP-A-5.0-0.5    	0.2983	100	DALTRECAA1        	0.0200	81	0.2783
CLIP-A-5.0-0.5    	0.2983	100	udelRun3A         	0.0875	27	0.2108
UWCMBP2           	0.1886	63	hpclab_pi_algA    	0.1000	2	0.0886
UWCMBP2           	0.1886	63	UWaterlooATEK     	0.0452	28	0.1434
UWCMBP2           	0.1886	63	UWaterlooATNDEK   	0.0452	32	0.1434
UWCMBP2           	0.1886	63	udelRun2A         	0.2261	36	-0.0375
UWCMBP2           	0.1886	63	udelRun1A         	0.2561	56	-0.0675
UWCMBP2           	0.1886	63	umd_hcil_run01    	0.1000	0	0.0886
UWCMBP2           	0.1886	63	prnaTaskA3        	0.2100	5	-0.0214
UWCMBP2           	0.1886	63	prnaTaskA2        	0.2343	8	-0.0457
UWCMBP2           	0.1886	63	prnaTaskA1        	0.2543	15	-0.0657
UWCMBP2           	0.1886	63	UWaterlooATDK     	0.1000	14	0.0886
UWCMBP2           	0.1886	63	umd_hcil_run02    	0.1000	0	0.0886
UWCMBP2           	0.1886	63	udelRun3A         	0.0875	27	0.1011
QUBaseline        	0.1000	4	hpclab_pi_algA    	0.1000	2	0.0000
QUBaseline        	0.1000	4	UWaterlooATEK     	0.0452	28	0.0548
QUBaseline        	0.1000	4	UWaterlooATNDEK   	0.0452	32	0.0548
QUBaseline        	0.1000	4	udelRun2A         	0.2261	36	-0.1261
QUBaseline        	0.1000	4	udelRun1A         	0.2561	56	-0.1561
QUBaseline        	0.1000	4	umd_hcil_run01    	0.1000	0	0.0000
QUBaseline        	0.1000	4	prnaTaskA3        	0.2100	5	-0.1100
QUBaseline        	0.1000	4	prnaTaskA2        	0.2343	8	-0.1343
QUBaseline        	0.1000	4	prnaTaskA1        	0.2543	15	-0.1543
QUBaseline        	0.1000	4	SNACSA            	0.1700	100	-0.0700
QUBaseline        	0.1000	4	SNACS_LA          	0.1050	61	-0.0050
QUBaseline        	0.1000	4	UWaterlooATDK     	0.1000	14	0.0000
QUBaseline        	0.1000	4	QUDynExp          	0.0518	57	0.0482
QUBaseline        	0.1000	4	QUDyn             	0.1375	54	-0.0375
QUBaseline        	0.1000	4	UWCMBP1           	0.0725	26	0.0275
QUBaseline        	0.1000	4	UWCMBP2           	0.1886	63	-0.0886
QUBaseline        	0.1000	4	umd_hcil_run02    	0.1000	0	0.0000
QUBaseline        	0.1000	4	udelRun3A         	0.0875	27	0.0125
CLIP-A-DYN-0.5    	0.2719	100	hpclab_pi_algA    	0.1000	2	0.1719
CLIP-A-DYN-0.5    	0.2719	100	UWaterlooATEK     	0.0452	28	0.2267
CLIP-A-DYN-0.5    	0.2719	100	UWaterlooATNDEK   	0.0452	32	0.2267
CLIP-A-DYN-0.5    	0.2719	100	udelRun2A         	0.2261	36	0.0458
CLIP-A-DYN-0.5    	0.2719	100	udelRun1A         	0.2561	56	0.0158
CLIP-A-DYN-0.5    	0.2719	100	MPII_HYBRID_PW    	0.0944	56	0.1775
CLIP-A-DYN-0.5    	0.2719	100	umd_hcil_run01    	0.1000	0	0.1719
CLIP-A-DYN-0.5    	0.2719	100	ECNURUNA1         	0.1000	0	0.1719
CLIP-A-DYN-0.5    	0.2719	100	ECNURUNA2         	0.1000	0	0.1719
CLIP-A-DYN-0.5    	0.2719	100	ECNURUNA3         	0.1000	0	0.1719
CLIP-A-DYN-0.5    	0.2719	100	prnaTaskA3        	0.2100	5	0.0619
CLIP-A-DYN-0.5    	0.2719	100	prnaTaskA2        	0.2343	8	0.0376
CLIP-A-DYN-0.5    	0.2719	100	prnaTaskA1        	0.2543	15	0.0176
CLIP-A-DYN-0.5    	0.2719	100	SNACSA            	0.1700	100	0.1019
CLIP-A-DYN-0.5    	0.2719	100	PKUICSTRunA3      	0.1654	62	0.1065
CLIP-A-DYN-0.5    	0.2719	100	PKUICSTRunA2      	0.1444	40	0.1275
CLIP-A-DYN-0.5    	0.2719	100	PKUICSTRunA1      	0.1536	57	0.1183
CLIP-A-DYN-0.5    	0.2719	100	MPII_COMB_SORT    	0.1580	97	0.1139
CLIP-A-DYN-0.5    	0.2719	100	SNACS_LA          	0.1050	61	0.1669
CLIP-A-DYN-0.5    	0.2719	100	UWaterlooATDK     	0.1000	14	0.1719
CLIP-A-DYN-0.5    	0.2719	100	QUDynExp          	0.0518	57	0.2201
CLIP-A-DYN-0.5    	0.2719	100	IRIT-KLTFIDF      	0.2200	26	0.0519
CLIP-A-DYN-0.5    	0.2719	100	IritSigSDA        	0.1000	0	0.1719
CLIP-A-DYN-0.5    	0.2719	100	IRIT-RTNotif.33   	0.1021	49	0.1698
CLIP-A-DYN-0.5    	0.2719	100	QUDyn             	0.1375	54	0.1344
CLIP-A-DYN-0.5    	0.2719	100	UWCMBP1           	0.0725	26	0.1994
CLIP-A-DYN-0.5    	0.2719	100	UWCMBP2           	0.1886	63	0.0833
CLIP-A-DYN-0.5    	0.2719	100	QUBaseline        	0.1000	4	0.1719
CLIP-A-DYN-0.5    	0.2719	100	umd_hcil_run02    	0.1000	0	0.1719
CLIP-A-DYN-0.5    	0.2719	100	DALTRECMA2        	0.1000	1	0.1719
CLIP-A-DYN-0.5    	0.2719	100	DALTRECMA1        	0.1000	7	0.1719
CLIP-A-DYN-0.5    	0.2719	100	MPII_LUC_SORT     	0.1856	90	0.0863
CLIP-A-DYN-0.5    	0.2719	100	DALTRECAA1        	0.0200	81	0.2519
CLIP-A-DYN-0.5    	0.2719	100	udelRun3A         	0.0875	27	0.1844
DALTRECMA2        	0.1000	1	hpclab_pi_algA    	0.1000	2	0.0000
DALTRECMA2        	0.1000	1	UWaterlooATEK     	0.0452	28	0.0548
DALTRECMA2        	0.1000	1	UWaterlooATNDEK   	0.0452	32	0.0548
DALTRECMA2        	0.1000	1	udelRun2A         	0.2261	36	-0.1261
DALTRECMA2        	0.1000	1	udelRun1A         	0.2561	56	-0.1561
DALTRECMA2        	0.1000	1	MPII_HYBRID_PW    	0.0944	56	0.0056
DALTRECMA2        	0.1000	1	umd_hcil_run01    	0.1000	0	0.0000
DALTRECMA2        	0.1000	1	ECNURUNA1         	0.1000	0	0.0000
DALTRECMA2        	0.1000	1	ECNURUNA2         	0.1000	0	0.0000
DALTRECMA2        	0.1000	1	ECNURUNA3         	0.1000	0	0.0000
DALTRECMA2        	0.1000	1	prnaTaskA3        	0.2100	5	-0.1100
DALTRECMA2        	0.1000	1	prnaTaskA2        	0.2343	8	-0.1343
DALTRECMA2        	0.1000	1	prnaTaskA1        	0.2543	15	-0.1543
DALTRECMA2        	0.1000	1	SNACSA            	0.1700	100	-0.0700
DALTRECMA2        	0.1000	1	PKUICSTRunA3      	0.1654	62	-0.0654
DALTRECMA2        	0.1000	1	PKUICSTRunA2      	0.1444	40	-0.0444
DALTRECMA2        	0.1000	1	PKUICSTRunA1      	0.1536	57	-0.0536
DALTRECMA2        	0.1000	1	MPII_COMB_SORT    	0.1580	97	-0.0580
DALTRECMA2        	0.1000	1	SNACS_LA          	0.1050	61	-0.0050
DALTRECMA2        	0.1000	1	UWaterlooATDK     	0.1000	14	0.0000
DALTRECMA2        	0.1000	1	QUDynExp          	0.0518	57	0.0482
DALTRECMA2        	0.1000	1	IRIT-KLTFIDF      	0.2200	26	-0.1200
DALTRECMA2        	0.1000	1	IritSigSDA        	0.1000	0	0.0000
DALTRECMA2        	0.1000	1	IRIT-RTNotif.33   	0.1021	49	-0.0021
DALTRECMA2        	0.1000	1	QUDyn             	0.1375	54	-0.0375
DALTRECMA2        	0.1000	1	UWCMBP1           	0.0725	26	0.0275
DALTRECMA2        	0.1000	1	UWCMBP2           	0.1886	63	-0.0886
DALTRECMA2        	0.1000	1	QUBaseline        	0.1000	4	0.0000
DALTRECMA2        	0.1000	1	umd_hcil_run02    	0.1000	0	0.0000
DALTRECMA2        	0.1000	1	MPII_LUC_SORT     	0.1856	90	-0.0856
DALTRECMA2        	0.1000	1	udelRun3A         	0.0875	27	0.0125
DALTRECMA1        	0.1000	7	hpclab_pi_algA    	0.1000	2	0.0000
DALTRECMA1        	0.1000	7	UWaterlooATEK     	0.0452	28	0.0548
DALTRECMA1        	0.1000	7	UWaterlooATNDEK   	0.0452	32	0.0548
DALTRECMA1        	0.1000	7	udelRun2A         	0.2261	36	-0.1261
DALTRECMA1        	0.1000	7	udelRun1A         	0.2561	56	-0.1561
DALTRECMA1        	0.1000	7	MPII_HYBRID_PW    	0.0944	56	0.0056
DALTRECMA1        	0.1000	7	umd_hcil_run01    	0.1000	0	0.0000
DALTRECMA1        	0.1000	7	ECNURUNA1         	0.1000	0	0.0000
DALTRECMA1        	0.1000	7	ECNURUNA2         	0.1000	0	0.0000
DALTRECMA1        	0.1000	7	ECNURUNA3         	0.1000	0	0.0000
DALTRECMA1        	0.1000	7	prnaTaskA3        	0.2100	5	-0.1100
DALTRECMA1        	0.1000	7	prnaTaskA2        	0.2343	8	-0.1343
DALTRECMA1        	0.1000	7	prnaTaskA1        	0.2543	15	-0.1543
DALTRECMA1        	0.1000	7	SNACSA            	0.1700	100	-0.0700
DALTRECMA1        	0.1000	7	PKUICSTRunA3      	0.1654	62	-0.0654
DALTRECMA1        	0.1000	7	PKUICSTRunA2      	0.1444	40	-0.0444
DALTRECMA1        	0.1000	7	PKUICSTRunA1      	0.1536	57	-0.0536
DALTRECMA1        	0.1000	7	MPII_COMB_SORT    	0.1580	97	-0.0580
DALTRECMA1        	0.1000	7	SNACS_LA          	0.1050	61	-0.0050
DALTRECMA1        	0.1000	7	UWaterlooATDK     	0.1000	14	0.0000
DALTRECMA1        	0.1000	7	QUDynExp          	0.0518	57	0.0482
DALTRECMA1        	0.1000	7	IRIT-KLTFIDF      	0.2200	26	-0.1200
DALTRECMA1        	0.1000	7	IritSigSDA        	0.1000	0	0.0000
DALTRECMA1        	0.1000	7	IRIT-RTNotif.33   	0.1021	49	-0.0021
DALTRECMA1        	0.1000	7	QUDyn             	0.1375	54	-0.0375
DALTRECMA1        	0.1000	7	UWCMBP1           	0.0725	26	0.0275
DALTRECMA1        	0.1000	7	UWCMBP2           	0.1886	63	-0.0886
DALTRECMA1        	0.1000	7	QUBaseline        	0.1000	4	0.0000
DALTRECMA1        	0.1000	7	umd_hcil_run02    	0.1000	0	0.0000
DALTRECMA1        	0.1000	7	DALTRECMA2        	0.1000	1	0.0000
DALTRECMA1        	0.1000	7	MPII_LUC_SORT     	0.1856	90	-0.0856
DALTRECMA1        	0.1000	7	udelRun3A         	0.0875	27	0.0125
MPII_LUC_SORT     	0.1856	90	hpclab_pi_algA    	0.1000	2	0.0856
MPII_LUC_SORT     	0.1856	90	UWaterlooATEK     	0.0452	28	0.1404
MPII_LUC_SORT     	0.1856	90	UWaterlooATNDEK   	0.0452	32	0.1404
MPII_LUC_SORT     	0.1856	90	udelRun2A         	0.2261	36	-0.0405
MPII_LUC_SORT     	0.1856	90	udelRun1A         	0.2561	56	-0.0705
MPII_LUC_SORT     	0.1856	90	umd_hcil_run01    	0.1000	0	0.0856
MPII_LUC_SORT     	0.1856	90	prnaTaskA3        	0.2100	5	-0.0244
MPII_LUC_SORT     	0.1856	90	prnaTaskA2        	0.2343	8	-0.0487
MPII_LUC_SORT     	0.1856	90	prnaTaskA1        	0.2543	15	-0.0687
MPII_LUC_SORT     	0.1856	90	SNACSA            	0.1700	100	0.0156
MPII_LUC_SORT     	0.1856	90	PKUICSTRunA3      	0.1654	62	0.0202
MPII_LUC_SORT     	0.1856	90	PKUICSTRunA2      	0.1444	40	0.0412
MPII_LUC_SORT     	0.1856	90	PKUICSTRunA1      	0.1536	57	0.0320
MPII_LUC_SORT     	0.1856	90	SNACS_LA          	0.1050	61	0.0806
MPII_LUC_SORT     	0.1856	90	UWaterlooATDK     	0.1000	14	0.0856
MPII_LUC_SORT     	0.1856	90	QUDynExp          	0.0518	57	0.1338
MPII_LUC_SORT     	0.1856	90	QUDyn             	0.1375	54	0.0481
MPII_LUC_SORT     	0.1856	90	UWCMBP1           	0.0725	26	0.1131
MPII_LUC_SORT     	0.1856	90	UWCMBP2           	0.1886	63	-0.0030
MPII_LUC_SORT     	0.1856	90	QUBaseline        	0.1000	4	0.0856
MPII_LUC_SORT     	0.1856	90	umd_hcil_run02    	0.1000	0	0.0856
MPII_LUC_SORT     	0.1856	90	udelRun3A         	0.0875	27	0.0981
DALTRECAA1        	0.0200	81	hpclab_pi_algA    	0.1000	2	-0.0800
DALTRECAA1        	0.0200	81	UWaterlooATEK     	0.0452	28	-0.0252
DALTRECAA1        	0.0200	81	UWaterlooATNDEK   	0.0452	32	-0.0252
DALTRECAA1        	0.0200	81	udelRun2A         	0.2261	36	-0.2061
DALTRECAA1        	0.0200	81	udelRun1A         	0.2561	56	-0.2361
DALTRECAA1        	0.0200	81	MPII_HYBRID_PW    	0.0944	56	-0.0744
DALTRECAA1        	0.0200	81	umd_hcil_run01    	0.1000	0	-0.0800
DALTRECAA1        	0.0200	81	ECNURUNA1         	0.1000	0	-0.0800
DALTRECAA1        	0.0200	81	ECNURUNA2         	0.1000	0	-0.0800
DALTRECAA1        	0.0200	81	ECNURUNA3         	0.1000	0	-0.0800
DALTRECAA1        	0.0200	81	prnaTaskA3        	0.2100	5	-0.1900
DALTRECAA1        	0.0200	81	prnaTaskA2        	0.2343	8	-0.2143
DALTRECAA1        	0.0200	81	prnaTaskA1        	0.2543	15	-0.2343
DALTRECAA1        	0.0200	81	SNACSA            	0.1700	100	-0.1500
DALTRECAA1        	0.0200	81	PKUICSTRunA3      	0.1654	62	-0.1454
DALTRECAA1        	0.0200	81	PKUICSTRunA2      	0.1444	40	-0.1244
DALTRECAA1        	0.0200	81	PKUICSTRunA1      	0.1536	57	-0.1336
DALTRECAA1        	0.0200	81	MPII_COMB_SORT    	0.1580	97	-0.1380
DALTRECAA1        	0.0200	81	SNACS_LA          	0.1050	61	-0.0850
DALTRECAA1        	0.0200	81	UWaterlooATDK     	0.1000	14	-0.0800
DALTRECAA1        	0.0200	81	QUDynExp          	0.0518	57	-0.0318
DALTRECAA1        	0.0200	81	IRIT-KLTFIDF      	0.2200	26	-0.2000
DALTRECAA1        	0.0200	81	IritSigSDA        	0.1000	0	-0.0800
DALTRECAA1        	0.0200	81	IRIT-RTNotif.33   	0.1021	49	-0.0821
DALTRECAA1        	0.0200	81	QUDyn             	0.1375	54	-0.1175
DALTRECAA1        	0.0200	81	UWCMBP1           	0.0725	26	-0.0525
DALTRECAA1        	0.0200	81	UWCMBP2           	0.1886	63	-0.1686
DALTRECAA1        	0.0200	81	QUBaseline        	0.1000	4	-0.0800
DALTRECAA1        	0.0200	81	umd_hcil_run02    	0.1000	0	-0.0800
DALTRECAA1        	0.0200	81	DALTRECMA2        	0.1000	1	-0.0800
DALTRECAA1        	0.0200	81	DALTRECMA1        	0.1000	7	-0.0800
DALTRECAA1        	0.0200	81	MPII_LUC_SORT     	0.1856	90	-0.1656
DALTRECAA1        	0.0200	81	udelRun3A         	0.0875	27	-0.0675
udelRun3A         	0.0875	27	umd_hcil_run01    	0.1000	0	-0.0125
udelRun3A         	0.0875	27	umd_hcil_run02    	0.1000	0	-0.0125
