hpclab_pi_algA    	0.0000	26	udelRun2A         	0.0000	15	0.0000
IritSigSDA        	0.0000	4	MPII_COMB_SORT    	0.2181	93	-0.2181
IritSigSDA        	0.0000	4	SNACS_LA          	0.0000	0	0.0000
IritSigSDA        	0.0000	4	UWaterlooATDK     	0.0735	30	-0.0735
IritSigSDA        	0.0000	4	QUDynExp          	0.1236	64	-0.1236
IritSigSDA        	0.0000	4	QUDyn             	0.1536	78	-0.1536
IritSigSDA        	0.0000	4	UWCMBP1           	0.1850	59	-0.1850
IritSigSDA        	0.0000	4	UWCMBP2           	0.0234	34	-0.0234
IritSigSDA        	0.0000	4	QUBaseline        	0.0928	51	-0.0928
IritSigSDA        	0.0000	4	umd_hcil_run02    	0.0000	9	0.0000
IritSigSDA        	0.0000	4	MPII_LUC_SORT     	0.1667	90	-0.1667
IritSigSDA        	0.0000	4	udelRun3A         	0.1234	35	-0.1234
IRIT-RTNotif.33   	0.1748	75	hpclab_pi_algA    	0.0000	26	0.1748
IRIT-RTNotif.33   	0.1748	75	UWaterlooATEK     	0.1115	36	0.0633
IRIT-RTNotif.33   	0.1748	75	UWaterlooATNDEK   	0.1517	45	0.0231
IRIT-RTNotif.33   	0.1748	75	udelRun2A         	0.0000	15	0.1748
IRIT-RTNotif.33   	0.1748	75	udelRun1A         	0.0955	33	0.0793
IRIT-RTNotif.33   	0.1748	75	MPII_HYBRID_PW    	0.0730	48	0.1018
IRIT-RTNotif.33   	0.1748	75	umd_hcil_run01    	0.0000	0	0.1748
IRIT-RTNotif.33   	0.1748	75	prnaTaskA3        	0.0000	9	0.1748
IRIT-RTNotif.33   	0.1748	75	prnaTaskA2        	0.0154	11	0.1594
IRIT-RTNotif.33   	0.1748	75	prnaTaskA1        	0.3458	76	-0.1710
IRIT-RTNotif.33   	0.1748	75	SNACSA            	0.0000	0	0.1748
IRIT-RTNotif.33   	0.1748	75	PKUICSTRunA3      	0.1426	56	0.0322
IRIT-RTNotif.33   	0.1748	75	PKUICSTRunA2      	0.2820	88	-0.1072
IRIT-RTNotif.33   	0.1748	75	PKUICSTRunA1      	0.0844	43	0.0904
IRIT-RTNotif.33   	0.1748	75	MPII_COMB_SORT    	0.2181	93	-0.0433
IRIT-RTNotif.33   	0.1748	75	SNACS_LA          	0.0000	0	0.1748
IRIT-RTNotif.33   	0.1748	75	UWaterlooATDK     	0.0735	30	0.1013
IRIT-RTNotif.33   	0.1748	75	QUDynExp          	0.1236	64	0.0512
IRIT-RTNotif.33   	0.1748	75	IritSigSDA        	0.0000	4	0.1748
IRIT-RTNotif.33   	0.1748	75	QUDyn             	0.1536	78	0.0212
IRIT-RTNotif.33   	0.1748	75	UWCMBP1           	0.1850	59	-0.0102
IRIT-RTNotif.33   	0.1748	75	UWCMBP2           	0.0234	34	0.1514
IRIT-RTNotif.33   	0.1748	75	QUBaseline        	0.0928	51	0.0820
IRIT-RTNotif.33   	0.1748	75	umd_hcil_run02    	0.0000	9	0.1748
IRIT-RTNotif.33   	0.1748	75	MPII_LUC_SORT     	0.1667	90	0.0081
IRIT-RTNotif.33   	0.1748	75	udelRun3A         	0.1234	35	0.0514
QUDyn             	0.1536	78	hpclab_pi_algA    	0.0000	26	0.1536
QUDyn             	0.1536	78	UWaterlooATEK     	0.1115	36	0.0421
QUDyn             	0.1536	78	UWaterlooATNDEK   	0.1517	45	0.0019
QUDyn             	0.1536	78	udelRun2A         	0.0000	15	0.1536
QUDyn             	0.1536	78	udelRun1A         	0.0955	33	0.0581
QUDyn             	0.1536	78	umd_hcil_run01    	0.0000	0	0.1536
QUDyn             	0.1536	78	prnaTaskA3        	0.0000	9	0.1536
QUDyn             	0.1536	78	prnaTaskA2        	0.0154	11	0.1382
QUDyn             	0.1536	78	prnaTaskA1        	0.3458	76	-0.1922
QUDyn             	0.1536	78	SNACSA            	0.0000	0	0.1536
QUDyn             	0.1536	78	SNACS_LA          	0.0000	0	0.1536
QUDyn             	0.1536	78	UWaterlooATDK     	0.0735	30	0.0801
QUDyn             	0.1536	78	QUDynExp          	0.1236	64	0.0300
QUDyn             	0.1536	78	UWCMBP1           	0.1850	59	-0.0314
QUDyn             	0.1536	78	UWCMBP2           	0.0234	34	0.1302
QUDyn             	0.1536	78	umd_hcil_run02    	0.0000	9	0.1536
QUDyn             	0.1536	78	udelRun3A         	0.1234	35	0.0302
UWCMBP1           	0.1850	59	hpclab_pi_algA    	0.0000	26	0.1850
UWCMBP1           	0.1850	59	UWaterlooATEK     	0.1115	36	0.0735
UWCMBP1           	0.1850	59	UWaterlooATNDEK   	0.1517	45	0.0333
UWCMBP1           	0.1850	59	udelRun2A         	0.0000	15	0.1850
UWCMBP1           	0.1850	59	udelRun1A         	0.0955	33	0.0895
UWCMBP1           	0.1850	59	umd_hcil_run01    	0.0000	0	0.1850
UWCMBP1           	0.1850	59	prnaTaskA3        	0.0000	9	0.1850
UWCMBP1           	0.1850	59	prnaTaskA2        	0.0154	11	0.1696
UWCMBP1           	0.1850	59	prnaTaskA1        	0.3458	76	-0.1608
UWCMBP1           	0.1850	59	UWaterlooATDK     	0.0735	30	0.1115
UWCMBP1           	0.1850	59	UWCMBP2           	0.0234	34	0.1616
UWCMBP1           	0.1850	59	umd_hcil_run02    	0.0000	9	0.1850
UWCMBP1           	0.1850	59	udelRun3A         	0.1234	35	0.0616
CLIP-A-5.0-0.6    	0.2742	100	hpclab_pi_algA    	0.0000	26	0.2742
CLIP-A-5.0-0.6    	0.2742	100	UWaterlooATEK     	0.1115	36	0.1627
CLIP-A-5.0-0.6    	0.2742	100	UWaterlooATNDEK   	0.1517	45	0.1225
CLIP-A-5.0-0.6    	0.2742	100	udelRun2A         	0.0000	15	0.2742
CLIP-A-5.0-0.6    	0.2742	100	udelRun1A         	0.0955	33	0.1787
CLIP-A-5.0-0.6    	0.2742	100	MPII_HYBRID_PW    	0.0730	48	0.2012
CLIP-A-5.0-0.6    	0.2742	100	umd_hcil_run01    	0.0000	0	0.2742
CLIP-A-5.0-0.6    	0.2742	100	ECNURUNA1         	0.0000	79	0.2742
CLIP-A-5.0-0.6    	0.2742	100	ECNURUNA2         	0.0000	72	0.2742
CLIP-A-5.0-0.6    	0.2742	100	ECNURUNA3         	0.0000	73	0.2742
CLIP-A-5.0-0.6    	0.2742	100	prnaTaskA3        	0.0000	9	0.2742
CLIP-A-5.0-0.6    	0.2742	100	prnaTaskA2        	0.0154	11	0.2588
CLIP-A-5.0-0.6    	0.2742	100	prnaTaskA1        	0.3458	76	-0.0716
CLIP-A-5.0-0.6    	0.2742	100	SNACSA            	0.0000	0	0.2742
CLIP-A-5.0-0.6    	0.2742	100	PKUICSTRunA3      	0.1426	56	0.1316
CLIP-A-5.0-0.6    	0.2742	100	PKUICSTRunA2      	0.2820	88	-0.0078
CLIP-A-5.0-0.6    	0.2742	100	PKUICSTRunA1      	0.0844	43	0.1898
CLIP-A-5.0-0.6    	0.2742	100	MPII_COMB_SORT    	0.2181	93	0.0561
CLIP-A-5.0-0.6    	0.2742	100	SNACS_LA          	0.0000	0	0.2742
CLIP-A-5.0-0.6    	0.2742	100	UWaterlooATDK     	0.0735	30	0.2007
CLIP-A-5.0-0.6    	0.2742	100	QUDynExp          	0.1236	64	0.1506
CLIP-A-5.0-0.6    	0.2742	100	IRIT-KLTFIDF      	0.0222	21	0.2520
CLIP-A-5.0-0.6    	0.2742	100	IritSigSDA        	0.0000	4	0.2742
CLIP-A-5.0-0.6    	0.2742	100	IRIT-RTNotif.33   	0.1748	75	0.0994
CLIP-A-5.0-0.6    	0.2742	100	QUDyn             	0.1536	78	0.1206
CLIP-A-5.0-0.6    	0.2742	100	UWCMBP1           	0.1850	59	0.0892
CLIP-A-5.0-0.6    	0.2742	100	UWCMBP2           	0.0234	34	0.2508
CLIP-A-5.0-0.6    	0.2742	100	QUBaseline        	0.0928	51	0.1814
CLIP-A-5.0-0.6    	0.2742	100	CLIP-A-DYN-0.5    	0.2897	100	-0.0155
CLIP-A-5.0-0.6    	0.2742	100	umd_hcil_run02    	0.0000	9	0.2742
CLIP-A-5.0-0.6    	0.2742	100	DALTRECMA2        	0.0000	10	0.2742
CLIP-A-5.0-0.6    	0.2742	100	DALTRECMA1        	0.0000	18	0.2742
CLIP-A-5.0-0.6    	0.2742	100	MPII_LUC_SORT     	0.1667	90	0.1075
CLIP-A-5.0-0.6    	0.2742	100	DALTRECAA1        	0.0578	84	0.2164
CLIP-A-5.0-0.6    	0.2742	100	udelRun3A         	0.1234	35	0.1508
CLIP-A-5.0-0.5    	0.2003	100	hpclab_pi_algA    	0.0000	26	0.2003
CLIP-A-5.0-0.5    	0.2003	100	UWaterlooATEK     	0.1115	36	0.0888
CLIP-A-5.0-0.5    	0.2003	100	UWaterlooATNDEK   	0.1517	45	0.0486
CLIP-A-5.0-0.5    	0.2003	100	udelRun2A         	0.0000	15	0.2003
CLIP-A-5.0-0.5    	0.2003	100	udelRun1A         	0.0955	33	0.1048
CLIP-A-5.0-0.5    	0.2003	100	MPII_HYBRID_PW    	0.0730	48	0.1273
CLIP-A-5.0-0.5    	0.2003	100	umd_hcil_run01    	0.0000	0	0.2003
CLIP-A-5.0-0.5    	0.2003	100	ECNURUNA1         	0.0000	79	0.2003
CLIP-A-5.0-0.5    	0.2003	100	ECNURUNA2         	0.0000	72	0.2003
CLIP-A-5.0-0.5    	0.2003	100	ECNURUNA3         	0.0000	73	0.2003
CLIP-A-5.0-0.5    	0.2003	100	prnaTaskA3        	0.0000	9	0.2003
CLIP-A-5.0-0.5    	0.2003	100	prnaTaskA2        	0.0154	11	0.1849
CLIP-A-5.0-0.5    	0.2003	100	prnaTaskA1        	0.3458	76	-0.1455
CLIP-A-5.0-0.5    	0.2003	100	SNACSA            	0.0000	0	0.2003
CLIP-A-5.0-0.5    	0.2003	100	PKUICSTRunA3      	0.1426	56	0.0577
CLIP-A-5.0-0.5    	0.2003	100	PKUICSTRunA2      	0.2820	88	-0.0817
CLIP-A-5.0-0.5    	0.2003	100	PKUICSTRunA1      	0.0844	43	0.1159
CLIP-A-5.0-0.5    	0.2003	100	MPII_COMB_SORT    	0.2181	93	-0.0178
CLIP-A-5.0-0.5    	0.2003	100	SNACS_LA          	0.0000	0	0.2003
CLIP-A-5.0-0.5    	0.2003	100	UWaterlooATDK     	0.0735	30	0.1268
CLIP-A-5.0-0.5    	0.2003	100	QUDynExp          	0.1236	64	0.0767
CLIP-A-5.0-0.5    	0.2003	100	IRIT-KLTFIDF      	0.0222	21	0.1781
CLIP-A-5.0-0.5    	0.2003	100	IritSigSDA        	0.0000	4	0.2003
CLIP-A-5.0-0.5    	0.2003	100	IRIT-RTNotif.33   	0.1748	75	0.0255
CLIP-A-5.0-0.5    	0.2003	100	QUDyn             	0.1536	78	0.0467
CLIP-A-5.0-0.5    	0.2003	100	UWCMBP1           	0.1850	59	0.0153
CLIP-A-5.0-0.5    	0.2003	100	CLIP-A-5.0-0.6    	0.2742	100	-0.0739
CLIP-A-5.0-0.5    	0.2003	100	UWCMBP2           	0.0234	34	0.1769
CLIP-A-5.0-0.5    	0.2003	100	QUBaseline        	0.0928	51	0.1075
CLIP-A-5.0-0.5    	0.2003	100	CLIP-A-DYN-0.5    	0.2897	100	-0.0894
CLIP-A-5.0-0.5    	0.2003	100	umd_hcil_run02    	0.0000	9	0.2003
CLIP-A-5.0-0.5    	0.2003	100	DALTRECMA2        	0.0000	10	0.2003
CLIP-A-5.0-0.5    	0.2003	100	DALTRECMA1        	0.0000	18	0.2003
CLIP-A-5.0-0.5    	0.2003	100	MPII_LUC_SORT     	0.1667	90	0.0336
CLIP-A-5.0-0.5    	0.2003	100	DALTRECAA1        	0.0578	84	0.1425
CLIP-A-5.0-0.5    	0.2003	100	udelRun3A         	0.1234	35	0.0769
UWCMBP2           	0.0234	34	hpclab_pi_algA    	0.0000	26	0.0234
UWCMBP2           	0.0234	34	UWaterlooATEK     	0.1115	36	-0.0881
UWCMBP2           	0.0234	34	UWaterlooATNDEK   	0.1517	45	-0.1283
UWCMBP2           	0.0234	34	udelRun2A         	0.0000	15	0.0234
UWCMBP2           	0.0234	34	udelRun1A         	0.0955	33	-0.0721
UWCMBP2           	0.0234	34	umd_hcil_run01    	0.0000	0	0.0234
UWCMBP2           	0.0234	34	prnaTaskA3        	0.0000	9	0.0234
UWCMBP2           	0.0234	34	prnaTaskA2        	0.0154	11	0.0080
UWCMBP2           	0.0234	34	prnaTaskA1        	0.3458	76	-0.3224
UWCMBP2           	0.0234	34	UWaterlooATDK     	0.0735	30	-0.0501
UWCMBP2           	0.0234	34	umd_hcil_run02    	0.0000	9	0.0234
UWCMBP2           	0.0234	34	udelRun3A         	0.1234	35	-0.1000
QUBaseline        	0.0928	51	hpclab_pi_algA    	0.0000	26	0.0928
QUBaseline        	0.0928	51	UWaterlooATEK     	0.1115	36	-0.0187
QUBaseline        	0.0928	51	UWaterlooATNDEK   	0.1517	45	-0.0589
QUBaseline        	0.0928	51	udelRun2A         	0.0000	15	0.0928
QUBaseline        	0.0928	51	udelRun1A         	0.0955	33	-0.0027
QUBaseline        	0.0928	51	umd_hcil_run01    	0.0000	0	0.0928
QUBaseline        	0.0928	51	prnaTaskA3        	0.0000	9	0.0928
QUBaseline        	0.0928	51	prnaTaskA2        	0.0154	11	0.0774
QUBaseline        	0.0928	51	prnaTaskA1        	0.3458	76	-0.2530
QUBaseline        	0.0928	51	SNACSA            	0.0000	0	0.0928
QUBaseline        	0.0928	51	SNACS_LA          	0.0000	0	0.0928
QUBaseline        	0.0928	51	UWaterlooATDK     	0.0735	30	0.0193
QUBaseline        	0.0928	51	QUDynExp          	0.1236	64	-0.0308
QUBaseline        	0.0928	51	QUDyn             	0.1536	78	-0.0608
QUBaseline        	0.0928	51	UWCMBP1           	0.1850	59	-0.0922
QUBaseline        	0.0928	51	UWCMBP2           	0.0234	34	0.0694
QUBaseline        	0.0928	51	umd_hcil_run02    	0.0000	9	0.0928
QUBaseline        	0.0928	51	udelRun3A         	0.1234	35	-0.0306
CLIP-A-DYN-0.5    	0.2897	100	hpclab_pi_algA    	0.0000	26	0.2897
CLIP-A-DYN-0.5    	0.2897	100	UWaterlooATEK     	0.1115	36	0.1782
CLIP-A-DYN-0.5    	0.2897	100	UWaterlooATNDEK   	0.1517	45	0.1380
CLIP-A-DYN-0.5    	0.2897	100	udelRun2A         	0.0000	15	0.2897
CLIP-A-DYN-0.5    	0.2897	100	udelRun1A         	0.0955	33	0.1942
CLIP-A-DYN-0.5    	0.2897	100	MPII_HYBRID_PW    	0.0730	48	0.2167
CLIP-A-DYN-0.5    	0.2897	100	umd_hcil_run01    	0.0000	0	0.2897
CLIP-A-DYN-0.5    	0.2897	100	ECNURUNA1         	0.0000	79	0.2897
CLIP-A-DYN-0.5    	0.2897	100	ECNURUNA2         	0.0000	72	0.2897
CLIP-A-DYN-0.5    	0.2897	100	ECNURUNA3         	0.0000	73	0.2897
CLIP-A-DYN-0.5    	0.2897	100	prnaTaskA3        	0.0000	9	0.2897
CLIP-A-DYN-0.5    	0.2897	100	prnaTaskA2        	0.0154	11	0.2743
CLIP-A-DYN-0.5    	0.2897	100	prnaTaskA1        	0.3458	76	-0.0561
CLIP-A-DYN-0.5    	0.2897	100	SNACSA            	0.0000	0	0.2897
CLIP-A-DYN-0.5    	0.2897	100	PKUICSTRunA3      	0.1426	56	0.1471
CLIP-A-DYN-0.5    	0.2897	100	PKUICSTRunA2      	0.2820	88	0.0077
CLIP-A-DYN-0.5    	0.2897	100	PKUICSTRunA1      	0.0844	43	0.2053
CLIP-A-DYN-0.5    	0.2897	100	MPII_COMB_SORT    	0.2181	93	0.0716
CLIP-A-DYN-0.5    	0.2897	100	SNACS_LA          	0.0000	0	0.2897
CLIP-A-DYN-0.5    	0.2897	100	UWaterlooATDK     	0.0735	30	0.2162
CLIP-A-DYN-0.5    	0.2897	100	QUDynExp          	0.1236	64	0.1661
CLIP-A-DYN-0.5    	0.2897	100	IRIT-KLTFIDF      	0.0222	21	0.2675
CLIP-A-DYN-0.5    	0.2897	100	IritSigSDA        	0.0000	4	0.2897
CLIP-A-DYN-0.5    	0.2897	100	IRIT-RTNotif.33   	0.1748	75	0.1149
CLIP-A-DYN-0.5    	0.2897	100	QUDyn             	0.1536	78	0.1361
CLIP-A-DYN-0.5    	0.2897	100	UWCMBP1           	0.1850	59	0.1047
CLIP-A-DYN-0.5    	0.2897	100	UWCMBP2           	0.0234	34	0.2663
CLIP-A-DYN-0.5    	0.2897	100	QUBaseline        	0.0928	51	0.1969
CLIP-A-DYN-0.5    	0.2897	100	umd_hcil_run02    	0.0000	9	0.2897
CLIP-A-DYN-0.5    	0.2897	100	DALTRECMA2        	0.0000	10	0.2897
CLIP-A-DYN-0.5    	0.2897	100	DALTRECMA1        	0.0000	18	0.2897
CLIP-A-DYN-0.5    	0.2897	100	MPII_LUC_SORT     	0.1667	90	0.1230
CLIP-A-DYN-0.5    	0.2897	100	DALTRECAA1        	0.0578	84	0.2319
CLIP-A-DYN-0.5    	0.2897	100	udelRun3A         	0.1234	35	0.1663
DALTRECMA2        	0.0000	10	hpclab_pi_algA    	0.0000	26	0.0000
DALTRECMA2        	0.0000	10	UWaterlooATEK     	0.1115	36	-0.1115
DALTRECMA2        	0.0000	10	UWaterlooATNDEK   	0.1517	45	-0.1517
DALTRECMA2        	0.0000	10	udelRun2A         	0.0000	15	0.0000
DALTRECMA2        	0.0000	10	udelRun1A         	0.0955	33	-0.0955
DALTRECMA2        	0.0000	10	MPII_HYBRID_PW    	0.0730	48	-0.0730
DALTRECMA2        	0.0000	10	umd_hcil_run01    	0.0000	0	0.0000
DALTRECMA2        	0.0000	10	ECNURUNA1         	0.0000	79	0.0000
DALTRECMA2        	0.0000	10	ECNURUNA2         	0.0000	72	0.0000
DALTRECMA2        	0.0000	10	ECNURUNA3         	0.0000	73	0.0000
DALTRECMA2        	0.0000	10	prnaTaskA3        	0.0000	9	0.0000
DALTRECMA2        	0.0000	10	prnaTaskA2        	0.0154	11	-0.0154
DALTRECMA2        	0.0000	10	prnaTaskA1        	0.3458	76	-0.3458
DALTRECMA2        	0.0000	10	SNACSA            	0.0000	0	0.0000
DALTRECMA2        	0.0000	10	PKUICSTRunA3      	0.1426	56	-0.1426
DALTRECMA2        	0.0000	10	PKUICSTRunA2      	0.2820	88	-0.2820
DALTRECMA2        	0.0000	10	PKUICSTRunA1      	0.0844	43	-0.0844
DALTRECMA2        	0.0000	10	MPII_COMB_SORT    	0.2181	93	-0.2181
DALTRECMA2        	0.0000	10	SNACS_LA          	0.0000	0	0.0000
DALTRECMA2        	0.0000	10	UWaterlooATDK     	0.0735	30	-0.0735
DALTRECMA2        	0.0000	10	QUDynExp          	0.1236	64	-0.1236
DALTRECMA2        	0.0000	10	IRIT-KLTFIDF      	0.0222	21	-0.0222
DALTRECMA2        	0.0000	10	IritSigSDA        	0.0000	4	0.0000
DALTRECMA2        	0.0000	10	IRIT-RTNotif.33   	0.1748	75	-0.1748
DALTRECMA2        	0.0000	10	QUDyn             	0.1536	78	-0.1536
DALTRECMA2        	0.0000	10	UWCMBP1           	0.1850	59	-0.1850
DALTRECMA2        	0.0000	10	UWCMBP2           	0.0234	34	-0.0234
DALTRECMA2        	0.0000	10	QUBaseline        	0.0928	51	-0.0928
DALTRECMA2        	0.0000	10	umd_hcil_run02    	0.0000	9	0.0000
DALTRECMA2        	0.0000	10	MPII_LUC_SORT     	0.1667	90	-0.1667
DALTRECMA2        	0.0000	10	udelRun3A         	0.1234	35	-0.1234
DALTRECMA1        	0.0000	18	hpclab_pi_algA    	0.0000	26	0.0000
DALTRECMA1        	0.0000	18	UWaterlooATEK     	0.1115	36	-0.1115
DALTRECMA1        	0.0000	18	UWaterlooATNDEK   	0.1517	45	-0.1517
DALTRECMA1        	0.0000	18	udelRun2A         	0.0000	15	0.0000
DALTRECMA1        	0.0000	18	udelRun1A         	0.0955	33	-0.0955
DALTRECMA1        	0.0000	18	MPII_HYBRID_PW    	0.0730	48	-0.0730
DALTRECMA1        	0.0000	18	umd_hcil_run01    	0.0000	0	0.0000
DALTRECMA1        	0.0000	18	ECNURUNA1         	0.0000	79	0.0000
DALTRECMA1        	0.0000	18	ECNURUNA2         	0.0000	72	0.0000
DALTRECMA1        	0.0000	18	ECNURUNA3         	0.0000	73	0.0000
DALTRECMA1        	0.0000	18	prnaTaskA3        	0.0000	9	0.0000
DALTRECMA1        	0.0000	18	prnaTaskA2        	0.0154	11	-0.0154
DALTRECMA1        	0.0000	18	prnaTaskA1        	0.3458	76	-0.3458
DALTRECMA1        	0.0000	18	SNACSA            	0.0000	0	0.0000
DALTRECMA1        	0.0000	18	PKUICSTRunA3      	0.1426	56	-0.1426
DALTRECMA1        	0.0000	18	PKUICSTRunA2      	0.2820	88	-0.2820
DALTRECMA1        	0.0000	18	PKUICSTRunA1      	0.0844	43	-0.0844
DALTRECMA1        	0.0000	18	MPII_COMB_SORT    	0.2181	93	-0.2181
DALTRECMA1        	0.0000	18	SNACS_LA          	0.0000	0	0.0000
DALTRECMA1        	0.0000	18	UWaterlooATDK     	0.0735	30	-0.0735
DALTRECMA1        	0.0000	18	QUDynExp          	0.1236	64	-0.1236
DALTRECMA1        	0.0000	18	IRIT-KLTFIDF      	0.0222	21	-0.0222
DALTRECMA1        	0.0000	18	IritSigSDA        	0.0000	4	0.0000
DALTRECMA1        	0.0000	18	IRIT-RTNotif.33   	0.1748	75	-0.1748
DALTRECMA1        	0.0000	18	QUDyn             	0.1536	78	-0.1536
DALTRECMA1        	0.0000	18	UWCMBP1           	0.1850	59	-0.1850
DALTRECMA1        	0.0000	18	UWCMBP2           	0.0234	34	-0.0234
DALTRECMA1        	0.0000	18	QUBaseline        	0.0928	51	-0.0928
DALTRECMA1        	0.0000	18	umd_hcil_run02    	0.0000	9	0.0000
DALTRECMA1        	0.0000	18	DALTRECMA2        	0.0000	10	0.0000
DALTRECMA1        	0.0000	18	MPII_LUC_SORT     	0.1667	90	-0.1667
DALTRECMA1        	0.0000	18	udelRun3A         	0.1234	35	-0.1234
MPII_LUC_SORT     	0.1667	90	hpclab_pi_algA    	0.0000	26	0.1667
MPII_LUC_SORT     	0.1667	90	UWaterlooATEK     	0.1115	36	0.0552
MPII_LUC_SORT     	0.1667	90	UWaterlooATNDEK   	0.1517	45	0.0150
MPII_LUC_SORT     	0.1667	90	udelRun2A         	0.0000	15	0.1667
MPII_LUC_SORT     	0.1667	90	udelRun1A         	0.0955	33	0.0712
MPII_LUC_SORT     	0.1667	90	umd_hcil_run01    	0.0000	0	0.1667
MPII_LUC_SORT     	0.1667	90	prnaTaskA3        	0.0000	9	0.1667
MPII_LUC_SORT     	0.1667	90	prnaTaskA2        	0.0154	11	0.1513
MPII_LUC_SORT     	0.1667	90	prnaTaskA1        	0.3458	76	-0.1791
MPII_LUC_SORT     	0.1667	90	SNACSA            	0.0000	0	0.1667
MPII_LUC_SORT     	0.1667	90	PKUICSTRunA3      	0.1426	56	0.0241
MPII_LUC_SORT     	0.1667	90	PKUICSTRunA2      	0.2820	88	-0.1153
MPII_LUC_SORT     	0.1667	90	PKUICSTRunA1      	0.0844	43	0.0823
MPII_LUC_SORT     	0.1667	90	SNACS_LA          	0.0000	0	0.1667
MPII_LUC_SORT     	0.1667	90	UWaterlooATDK     	0.0735	30	0.0932
MPII_LUC_SORT     	0.1667	90	QUDynExp          	0.1236	64	0.0431
MPII_LUC_SORT     	0.1667	90	QUDyn             	0.1536	78	0.0131
MPII_LUC_SORT     	0.1667	90	UWCMBP1           	0.1850	59	-0.0183
MPII_LUC_SORT     	0.1667	90	UWCMBP2           	0.0234	34	0.1433
MPII_LUC_SORT     	0.1667	90	QUBaseline        	0.0928	51	0.0739
MPII_LUC_SORT     	0.1667	90	umd_hcil_run02    	0.0000	9	0.1667
MPII_LUC_SORT     	0.1667	90	udelRun3A         	0.1234	35	0.0433
DALTRECAA1        	0.0578	84	hpclab_pi_algA    	0.0000	26	0.0578
DALTRECAA1        	0.0578	84	UWaterlooATEK     	0.1115	36	-0.0537
DALTRECAA1        	0.0578	84	UWaterlooATNDEK   	0.1517	45	-0.0939
DALTRECAA1        	0.0578	84	udelRun2A         	0.0000	15	0.0578
DALTRECAA1        	0.0578	84	udelRun1A         	0.0955	33	-0.0377
DALTRECAA1        	0.0578	84	MPII_HYBRID_PW    	0.0730	48	-0.0152
DALTRECAA1        	0.0578	84	umd_hcil_run01    	0.0000	0	0.0578
DALTRECAA1        	0.0578	84	ECNURUNA1         	0.0000	79	0.0578
DALTRECAA1        	0.0578	84	ECNURUNA2         	0.0000	72	0.0578
DALTRECAA1        	0.0578	84	ECNURUNA3         	0.0000	73	0.0578
DALTRECAA1        	0.0578	84	prnaTaskA3        	0.0000	9	0.0578
DALTRECAA1        	0.0578	84	prnaTaskA2        	0.0154	11	0.0424
DALTRECAA1        	0.0578	84	prnaTaskA1        	0.3458	76	-0.2880
DALTRECAA1        	0.0578	84	SNACSA            	0.0000	0	0.0578
DALTRECAA1        	0.0578	84	PKUICSTRunA3      	0.1426	56	-0.0848
DALTRECAA1        	0.0578	84	PKUICSTRunA2      	0.2820	88	-0.2242
DALTRECAA1        	0.0578	84	PKUICSTRunA1      	0.0844	43	-0.0266
DALTRECAA1        	0.0578	84	MPII_COMB_SORT    	0.2181	93	-0.1603
DALTRECAA1        	0.0578	84	SNACS_LA          	0.0000	0	0.0578
DALTRECAA1        	0.0578	84	UWaterlooATDK     	0.0735	30	-0.0157
DALTRECAA1        	0.0578	84	QUDynExp          	0.1236	64	-0.0658
DALTRECAA1        	0.0578	84	IRIT-KLTFIDF      	0.0222	21	0.0356
DALTRECAA1        	0.0578	84	IritSigSDA        	0.0000	4	0.0578
DALTRECAA1        	0.0578	84	IRIT-RTNotif.33   	0.1748	75	-0.1170
DALTRECAA1        	0.0578	84	QUDyn             	0.1536	78	-0.0958
DALTRECAA1        	0.0578	84	UWCMBP1           	0.1850	59	-0.1272
DALTRECAA1        	0.0578	84	UWCMBP2           	0.0234	34	0.0344
DALTRECAA1        	0.0578	84	QUBaseline        	0.0928	51	-0.0350
DALTRECAA1        	0.0578	84	umd_hcil_run02    	0.0000	9	0.0578
DALTRECAA1        	0.0578	84	DALTRECMA2        	0.0000	10	0.0578
DALTRECAA1        	0.0578	84	DALTRECMA1        	0.0000	18	0.0578
DALTRECAA1        	0.0578	84	MPII_LUC_SORT     	0.1667	90	-0.1089
DALTRECAA1        	0.0578	84	udelRun3A         	0.1234	35	-0.0656
udelRun3A         	0.1234	35	umd_hcil_run01    	0.0000	0	0.1234
udelRun3A         	0.1234	35	umd_hcil_run02    	0.0000	9	0.1234
